Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL5834911;;;528.55;2;7.32;BDBM315203;Cc1c(NC(=O)C(c2ccc(-c3cncc(C(F)(F)F)c3)c(F)c2)C2CCC2)cccc1C(C)CC(=O)O;IC50;'=';1310.0;nM;5.88;;612133;UO_0000065;11.13;0.21;-1.44;7.42;0;CHEMBL5732036;Human PTGES Biochemical Enzyme Inhibition Assay: Recombinant proteins (human isoforms) of PTGES containing a FLAG tag, expressed in baculovirus infected insect cells (Hi-5) and purified by affinity chromatography was used as enzyme in the assay. Substrate was prostaglandin H2 (Cayman Chemicals).For the assay, 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into a black microtiter plate (384 or 1536, Greiner Bio-One, Frickenhausen, Germany). 4 ul of a solution of human PTGES in assay buffer [100 mM sodium phosphate pH 7.2, 2.5 mM Glutathion reduced, 1 mM EDTA, 0.01% BSA, 0.4 mM DTT, 0.15 mM n-dodecylmaltoside] was added to the well containing test compound and incubated for 15-20 minutes to allow binding of the compound to the enzyme prior to the enzymatic reaction. The reaction was started by addition of 1 ul of an ice cold solution containing PGH2 (40 nM in assay buffer resulting in a final concentration of 8 nM PGH2 in the assay). Reaction time of the mix was 60 seconds at room temperature (PGH2 in aqueous solution quickly converts nonenyzmatically to PGE2 with a short half-life). The concentration of each isoform of PTGES was adapted to the activity of the respective enzyme preparation to maintain linear reaction properties within the reaction time. Typical concentration was around 0.75 nM. The reaction was stopped by addition of 1 ul of a solution containing 15 mM SnCl2 and 400 mM KF in water. SnCl2 converts the remaining unstable PGH2 to stable PGF2alpha. Then, 3 ul of the a first detection solution containing PGE2-D2 (Cisbio Bioassays, TR-FRET reagent, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added. Finally, 3 μl of the second detection solution containing Lanthanide-kryptate labelled anti-PGE2 antibody (Cisbio Bioassays, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added to the mix. The resulting mix was incubated overnight at 4° C. to allow the formation of a complex of PGE2 and the detection reagents. The amount of PGE2 that had been produced by PTGES from PGH2 was then determined by testing resonance energy transfer of the Lanthanide-kryptate labelled anti-PGE2 antibody to PGE2-D2. Hereby the fluorescent emissions at 620 nm and 665 nm were measured after excitation at 337-350 nm in a TR-FRE compatible microplate reader (typically BMG Pherastar or Perkin-Elmer ViewLux). The ratio of the emissions at 665 nm and 620 nm was used to determine the amount of PGE2 that was catalyzed by the enzyme. Data were normalized (enzyme reaction without inhibitor=0% inhibition, assay setup without enzyme=100% inhibition). Compounds were tested in duplicates at up to 10 concentrations (for example 20 μM, 5.7 μM, 1.6 μM, 0.47 μM, 0.13 μM, 38 nM, 11 nM, 3.1 nM, 0.89 nM, 0.25 nM and 0.073 nM). Dilution series were made prior to the assay in a 100 fold concentrated form by serial dilution. IC50 values were calculated by 4-Parameter fitting.;B;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5726091;37;BindingDB Patent Bioactivity Data;;2019;;;;;1310.0
CHEMBL5965413;;;528.55;2;7.14;BDBM314873;Cc1c(CCC(=O)O)cccc1NC(=O)C(c1ccc(-c2cncc(C(F)(F)F)c2)c(F)c1)C1CCCC1;IC50;'=';14.2;nM;7.85;;612034;UO_0000065;14.85;0.28;0.71;9.90;0;CHEMBL5732036;Human PTGES Biochemical Enzyme Inhibition Assay: Recombinant proteins (human isoforms) of PTGES containing a FLAG tag, expressed in baculovirus infected insect cells (Hi-5) and purified by affinity chromatography was used as enzyme in the assay. Substrate was prostaglandin H2 (Cayman Chemicals).For the assay, 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into a black microtiter plate (384 or 1536, Greiner Bio-One, Frickenhausen, Germany). 4 ul of a solution of human PTGES in assay buffer [100 mM sodium phosphate pH 7.2, 2.5 mM Glutathion reduced, 1 mM EDTA, 0.01% BSA, 0.4 mM DTT, 0.15 mM n-dodecylmaltoside] was added to the well containing test compound and incubated for 15-20 minutes to allow binding of the compound to the enzyme prior to the enzymatic reaction. The reaction was started by addition of 1 ul of an ice cold solution containing PGH2 (40 nM in assay buffer resulting in a final concentration of 8 nM PGH2 in the assay). Reaction time of the mix was 60 seconds at room temperature (PGH2 in aqueous solution quickly converts nonenyzmatically to PGE2 with a short half-life). The concentration of each isoform of PTGES was adapted to the activity of the respective enzyme preparation to maintain linear reaction properties within the reaction time. Typical concentration was around 0.75 nM. The reaction was stopped by addition of 1 ul of a solution containing 15 mM SnCl2 and 400 mM KF in water. SnCl2 converts the remaining unstable PGH2 to stable PGF2alpha. Then, 3 ul of the a first detection solution containing PGE2-D2 (Cisbio Bioassays, TR-FRET reagent, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added. Finally, 3 μl of the second detection solution containing Lanthanide-kryptate labelled anti-PGE2 antibody (Cisbio Bioassays, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added to the mix. The resulting mix was incubated overnight at 4° C. to allow the formation of a complex of PGE2 and the detection reagents. The amount of PGE2 that had been produced by PTGES from PGH2 was then determined by testing resonance energy transfer of the Lanthanide-kryptate labelled anti-PGE2 antibody to PGE2-D2. Hereby the fluorescent emissions at 620 nm and 665 nm were measured after excitation at 337-350 nm in a TR-FRE compatible microplate reader (typically BMG Pherastar or Perkin-Elmer ViewLux). The ratio of the emissions at 665 nm and 620 nm was used to determine the amount of PGE2 that was catalyzed by the enzyme. Data were normalized (enzyme reaction without inhibitor=0% inhibition, assay setup without enzyme=100% inhibition). Compounds were tested in duplicates at up to 10 concentrations (for example 20 μM, 5.7 μM, 1.6 μM, 0.47 μM, 0.13 μM, 38 nM, 11 nM, 3.1 nM, 0.89 nM, 0.25 nM and 0.073 nM). Dilution series were made prior to the assay in a 100 fold concentrated form by serial dilution. IC50 values were calculated by 4-Parameter fitting.;B;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5726091;37;BindingDB Patent Bioactivity Data;;2019;;;;;14.2
CHEMBL6063315;;;522.59;2;6.83;BDBM315138;Cc1c(CC(C)C(=O)O)cccc1NC(=O)C(c1ccc(-c2cncc(OC(F)F)c2)cc1)C1CCCC1;IC50;'=';88.5;nM;7.05;;612066;UO_0000065;13.50;0.25;0.22;7.97;0;CHEMBL5732036;Human PTGES Biochemical Enzyme Inhibition Assay: Recombinant proteins (human isoforms) of PTGES containing a FLAG tag, expressed in baculovirus infected insect cells (Hi-5) and purified by affinity chromatography was used as enzyme in the assay. Substrate was prostaglandin H2 (Cayman Chemicals).For the assay, 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into a black microtiter plate (384 or 1536, Greiner Bio-One, Frickenhausen, Germany). 4 ul of a solution of human PTGES in assay buffer [100 mM sodium phosphate pH 7.2, 2.5 mM Glutathion reduced, 1 mM EDTA, 0.01% BSA, 0.4 mM DTT, 0.15 mM n-dodecylmaltoside] was added to the well containing test compound and incubated for 15-20 minutes to allow binding of the compound to the enzyme prior to the enzymatic reaction. The reaction was started by addition of 1 ul of an ice cold solution containing PGH2 (40 nM in assay buffer resulting in a final concentration of 8 nM PGH2 in the assay). Reaction time of the mix was 60 seconds at room temperature (PGH2 in aqueous solution quickly converts nonenyzmatically to PGE2 with a short half-life). The concentration of each isoform of PTGES was adapted to the activity of the respective enzyme preparation to maintain linear reaction properties within the reaction time. Typical concentration was around 0.75 nM. The reaction was stopped by addition of 1 ul of a solution containing 15 mM SnCl2 and 400 mM KF in water. SnCl2 converts the remaining unstable PGH2 to stable PGF2alpha. Then, 3 ul of the a first detection solution containing PGE2-D2 (Cisbio Bioassays, TR-FRET reagent, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added. Finally, 3 μl of the second detection solution containing Lanthanide-kryptate labelled anti-PGE2 antibody (Cisbio Bioassays, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added to the mix. The resulting mix was incubated overnight at 4° C. to allow the formation of a complex of PGE2 and the detection reagents. The amount of PGE2 that had been produced by PTGES from PGH2 was then determined by testing resonance energy transfer of the Lanthanide-kryptate labelled anti-PGE2 antibody to PGE2-D2. Hereby the fluorescent emissions at 620 nm and 665 nm were measured after excitation at 337-350 nm in a TR-FRE compatible microplate reader (typically BMG Pherastar or Perkin-Elmer ViewLux). The ratio of the emissions at 665 nm and 620 nm was used to determine the amount of PGE2 that was catalyzed by the enzyme. Data were normalized (enzyme reaction without inhibitor=0% inhibition, assay setup without enzyme=100% inhibition). Compounds were tested in duplicates at up to 10 concentrations (for example 20 μM, 5.7 μM, 1.6 μM, 0.47 μM, 0.13 μM, 38 nM, 11 nM, 3.1 nM, 0.89 nM, 0.25 nM and 0.073 nM). Dilution series were made prior to the assay in a 100 fold concentrated form by serial dilution. IC50 values were calculated by 4-Parameter fitting.;B;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5726091;37;BindingDB Patent Bioactivity Data;;2019;;;;;88.5
CHEMBL6046272;;;505.06;2;7.19;BDBM315141;Cc1ncc(-c2ccc(C(C(=O)Nc3cccc(CC(C)C(=O)O)c3C)C3CCCC3)cc2)cc1Cl;IC50;'=';11700.0;nM;4.93;;612069;UO_0000065;9.76;0.19;-2.26;6.22;0;CHEMBL5732036;Human PTGES Biochemical Enzyme Inhibition Assay: Recombinant proteins (human isoforms) of PTGES containing a FLAG tag, expressed in baculovirus infected insect cells (Hi-5) and purified by affinity chromatography was used as enzyme in the assay. Substrate was prostaglandin H2 (Cayman Chemicals).For the assay, 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into a black microtiter plate (384 or 1536, Greiner Bio-One, Frickenhausen, Germany). 4 ul of a solution of human PTGES in assay buffer [100 mM sodium phosphate pH 7.2, 2.5 mM Glutathion reduced, 1 mM EDTA, 0.01% BSA, 0.4 mM DTT, 0.15 mM n-dodecylmaltoside] was added to the well containing test compound and incubated for 15-20 minutes to allow binding of the compound to the enzyme prior to the enzymatic reaction. The reaction was started by addition of 1 ul of an ice cold solution containing PGH2 (40 nM in assay buffer resulting in a final concentration of 8 nM PGH2 in the assay). Reaction time of the mix was 60 seconds at room temperature (PGH2 in aqueous solution quickly converts nonenyzmatically to PGE2 with a short half-life). The concentration of each isoform of PTGES was adapted to the activity of the respective enzyme preparation to maintain linear reaction properties within the reaction time. Typical concentration was around 0.75 nM. The reaction was stopped by addition of 1 ul of a solution containing 15 mM SnCl2 and 400 mM KF in water. SnCl2 converts the remaining unstable PGH2 to stable PGF2alpha. Then, 3 ul of the a first detection solution containing PGE2-D2 (Cisbio Bioassays, TR-FRET reagent, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added. Finally, 3 μl of the second detection solution containing Lanthanide-kryptate labelled anti-PGE2 antibody (Cisbio Bioassays, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added to the mix. The resulting mix was incubated overnight at 4° C. to allow the formation of a complex of PGE2 and the detection reagents. The amount of PGE2 that had been produced by PTGES from PGH2 was then determined by testing resonance energy transfer of the Lanthanide-kryptate labelled anti-PGE2 antibody to PGE2-D2. Hereby the fluorescent emissions at 620 nm and 665 nm were measured after excitation at 337-350 nm in a TR-FRE compatible microplate reader (typically BMG Pherastar or Perkin-Elmer ViewLux). The ratio of the emissions at 665 nm and 620 nm was used to determine the amount of PGE2 that was catalyzed by the enzyme. Data were normalized (enzyme reaction without inhibitor=0% inhibition, assay setup without enzyme=100% inhibition). Compounds were tested in duplicates at up to 10 concentrations (for example 20 μM, 5.7 μM, 1.6 μM, 0.47 μM, 0.13 μM, 38 nM, 11 nM, 3.1 nM, 0.89 nM, 0.25 nM and 0.073 nM). Dilution series were made prior to the assay in a 100 fold concentrated form by serial dilution. IC50 values were calculated by 4-Parameter fitting.;B;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5726091;37;BindingDB Patent Bioactivity Data;;2019;;;;;11700.0
CHEMBL5884986;;;517.07;2;7.59;BDBM315168;Cc1c(NC(=O)C(c2ccc(-c3cncc(Cl)c3)cc2)C2CCCC2)cccc1C(CC(=O)O)C1CC1;IC50;'=';54.4;nM;7.26;;612096;UO_0000065;14.05;0.27;-0.33;9.16;0;CHEMBL5732036;Human PTGES Biochemical Enzyme Inhibition Assay: Recombinant proteins (human isoforms) of PTGES containing a FLAG tag, expressed in baculovirus infected insect cells (Hi-5) and purified by affinity chromatography was used as enzyme in the assay. Substrate was prostaglandin H2 (Cayman Chemicals).For the assay, 50 nl of a 100-fold concentrated solution of the test compound in DMSO was pipetted into a black microtiter plate (384 or 1536, Greiner Bio-One, Frickenhausen, Germany). 4 ul of a solution of human PTGES in assay buffer [100 mM sodium phosphate pH 7.2, 2.5 mM Glutathion reduced, 1 mM EDTA, 0.01% BSA, 0.4 mM DTT, 0.15 mM n-dodecylmaltoside] was added to the well containing test compound and incubated for 15-20 minutes to allow binding of the compound to the enzyme prior to the enzymatic reaction. The reaction was started by addition of 1 ul of an ice cold solution containing PGH2 (40 nM in assay buffer resulting in a final concentration of 8 nM PGH2 in the assay). Reaction time of the mix was 60 seconds at room temperature (PGH2 in aqueous solution quickly converts nonenyzmatically to PGE2 with a short half-life). The concentration of each isoform of PTGES was adapted to the activity of the respective enzyme preparation to maintain linear reaction properties within the reaction time. Typical concentration was around 0.75 nM. The reaction was stopped by addition of 1 ul of a solution containing 15 mM SnCl2 and 400 mM KF in water. SnCl2 converts the remaining unstable PGH2 to stable PGF2alpha. Then, 3 ul of the a first detection solution containing PGE2-D2 (Cisbio Bioassays, TR-FRET reagent, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added. Finally, 3 μl of the second detection solution containing Lanthanide-kryptate labelled anti-PGE2 antibody (Cisbio Bioassays, diluted according to the manufacturer's recommendation, typically 1:20 in reconstitution buffer) was added to the mix. The resulting mix was incubated overnight at 4° C. to allow the formation of a complex of PGE2 and the detection reagents. The amount of PGE2 that had been produced by PTGES from PGH2 was then determined by testing resonance energy transfer of the Lanthanide-kryptate labelled anti-PGE2 antibody to PGE2-D2. Hereby the fluorescent emissions at 620 nm and 665 nm were measured after excitation at 337-350 nm in a TR-FRE compatible microplate reader (typically BMG Pherastar or Perkin-Elmer ViewLux). The ratio of the emissions at 665 nm and 620 nm was used to determine the amount of PGE2 that was catalyzed by the enzyme. Data were normalized (enzyme reaction without inhibitor=0% inhibition, assay setup without enzyme=100% inhibition). Compounds were tested in duplicates at up to 10 concentrations (for example 20 μM, 5.7 μM, 1.6 μM, 0.47 μM, 0.13 μM, 38 nM, 11 nM, 3.1 nM, 0.89 nM, 0.25 nM and 0.073 nM). Dilution series were made prior to the assay in a 100 fold concentrated form by serial dilution. IC50 values were calculated by 4-Parameter fitting.;B;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5726091;37;BindingDB Patent Bioactivity Data;;2019;;;;;54.4
CHEMBL259972;MOFEZOLAC;4.0;339.35;0;3.65;1;COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;1;CHEMBL4423152;Inhibition of human COX2 using arachidonic acid as substrate by colorimetric assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4422618;1;Scientific Literature;Eur J Med Chem;2019;;;;;50.0
CHEMBL4436511;;;296.33;0;3.61;23;COc1ccc(-c2noc(N)c2-c2ccc(OC)cc2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4423152;Inhibition of human COX2 using arachidonic acid as substrate by colorimetric assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4422618;1;Scientific Literature;Eur J Med Chem;2019;;;;;50.0
CHEMBL3576986;;;600.65;1;2.87;6b;COC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12;IC50;'=';47.0;nM;7.33;;;UO_0000065;12.20;0.23;4.46;4.68;0;CHEMBL3579883;Inhibition of human recombinant COX-2 assessed as PGF2 alpha formation using arachidonic acid as substrate pretreated with compound for 20 mins prior to substrate addition by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3576775;1;Scientific Literature;Eur J Med Chem;2015;;;;;0.047
CHEMBL3576987;;;600.65;1;2.87;6c;COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12;IC50;'=';6610.0;nM;5.18;;;UO_0000065;8.62;0.16;2.31;3.31;0;CHEMBL3579883;Inhibition of human recombinant COX-2 assessed as PGF2 alpha formation using arachidonic acid as substrate pretreated with compound for 20 mins prior to substrate addition by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3576775;1;Scientific Literature;Eur J Med Chem;2015;;;;;6.61
CHEMBL3576982;;;637.67;2;1.43;6e;COC(=O)CC[C@@H](NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12)C(=O)OC;IC50;'=';8330.0;nM;5.08;;;UO_0000065;7.97;0.15;3.65;2.60;0;CHEMBL3579883;Inhibition of human recombinant COX-2 assessed as PGF2 alpha formation using arachidonic acid as substrate pretreated with compound for 20 mins prior to substrate addition by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3576775;1;Scientific Literature;Eur J Med Chem;2015;;;;;8.33
CHEMBL3576979;;;586.63;1;2.78;7b;Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c3ccccc32)cc1;IC50;'=';6.3;nM;8.20;;;UO_0000065;13.98;0.27;5.42;4.90;0;CHEMBL3579883;Inhibition of human recombinant COX-2 assessed as PGF2 alpha formation using arachidonic acid as substrate pretreated with compound for 20 mins prior to substrate addition by spectrophotometric analysis;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3576775;1;Scientific Literature;Eur J Med Chem;2015;;;;;0.0063
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;SID17389545;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';540.0;nM;6.27;;;UO_0000065;16.43;0.33;2.76;8.04;1;CHEMBL1941192;Inhibition of COX2-mediated PGE2 production in LPS-induced human whole blood after 60 mins by radioimmunoassay;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1938239;1;Scientific Literature;J Med Chem;2011;;;;;0.54
CHEMBL4544031;;;412.86;0;3.82;5d;O=C1NC(=O)/C(=C/c2ccc(OCc3cn(-c4ccc(Cl)cc4)nn3)cc2)S1;IC50;'=';260.0;nM;6.58;;;UO_0000065;15.95;0.32;2.77;7.65;0;CHEMBL4391715;Inhibition of human recombinant COX2 catalytic activity using arachidonic acid as substrate pre-incubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4390656;1;Scientific Literature;Eur J Med Chem;2019;;;;;0.26
CHEMBL4570970;;;392.44;0;3.23;5a;O=C1NC(=O)/C(=C/c2ccc(OCc3cn(Cc4ccccc4)nn3)cc2)S1;IC50;'=';270.0;nM;6.57;;;UO_0000065;16.74;0.32;3.34;7.63;0;CHEMBL4391715;Inhibition of human recombinant COX2 catalytic activity using arachidonic acid as substrate pre-incubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4390656;1;Scientific Literature;Eur J Med Chem;2019;;;;;0.27
CHEMBL4449234;;;408.51;0;3.39;6a;O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1;IC50;'=';330.0;nM;6.48;;;UO_0000065;15.87;0.32;3.09;9.39;0;CHEMBL4391715;Inhibition of human recombinant COX2 catalytic activity using arachidonic acid as substrate pre-incubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4390656;1;Scientific Literature;Eur J Med Chem;2019;;;;;0.33
CHEMBL1034;DICLOFENAC SODIUM;4.0;318.14;0;4.36;Diclofenac Sodium;O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+];IC50;'=';800.0;nM;6.10;;;UO_0000065;20.59;0.44;1.74;12.36;1;CHEMBL4391715;Inhibition of human recombinant COX2 catalytic activity using arachidonic acid as substrate pre-incubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4390656;1;Scientific Literature;Eur J Med Chem;2019;;;;;0.8
CHEMBL3822753;;;547.98;1;3.71;7a;NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2)cc1;IC50;'=';4530.0;nM;5.34;;;UO_0000065;9.75;0.19;1.63;3.57;0;CHEMBL3825741;Inhibition of human COX2 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3822383;1;Scientific Literature;Bioorg Med Chem Lett;2016;;;;;4.53
CHEMBL501208;;;365.43;1;5.04;T-1;CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1;IC50;'=';0.02;nM;10.70;;;UO_0000065;29.28;0.56;5.66;21.43;0;CHEMBL997791;Inhibition of COX2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1156674;1;Scientific Literature;Eur J Med Chem;2008;;;;;0.02
CHEMBL432260;;;475.01;0;4.07;14;COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';250.0;nM;6.60;;;UO_0000065;13.90;0.28;2.53;8.20;1;CHEMBL924574;Inhibition of human COX2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1147054;1;Scientific Literature;J Biol Chem;2007;;;;;0.25
CHEMBL5191384;;;388.42;0;3.72;221;C/C(=C/CC/C(C)=C/CC[C@]1(C(=O)O)CC(=O)c2cc(O)ccc2O1)C(=O)O;IC50;'=';1050.0;nM;5.98;;;UO_0000065;15.39;0.29;2.26;4.94;0;CHEMBL5113583;Inhibition of COX-2 (unknown origin) by fluorescent inhibitor screening assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5113368;1;Scientific Literature;Eur J Med Chem;2021;;;INHIBITOR;;1.05
CHEMBL5179776;;;374.43;0;3.74;227;C/C(=C/CC/C(C)=C/CC/C(=C/C(=O)c1cc(O)ccc1O)C(=O)O)CO;IC50;'=';3470.0;nM;5.46;;;UO_0000065;14.58;0.28;1.72;4.75;0;CHEMBL5113583;Inhibition of COX-2 (unknown origin) by fluorescent inhibitor screening assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5113368;1;Scientific Literature;Eur J Med Chem;2021;;;INHIBITOR;;3.47
CHEMBL344540;;;468.46;0;2.85;18;COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CNC(C)=O)c2)cc1;IC50;'=';2800.0;nM;5.55;;;UO_0000065;11.85;0.24;2.70;4.77;0;CHEMBL768964;Inhibitory activity against human Prostaglandin G/H synthase 2 expressed in sf-9 cells infected with baculovirus;B;BAO_0000219;cell-based format;;;;Sf9;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1147406;1;Scientific Literature;Bioorg Med Chem Lett;2004;CHEMBL3308860;;;;2.8
CHEMBL1956387;;;346.33;0;0.88;4g;NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc([N+](=O)[O-])cc2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL1960446;Competitive inhibition of human recombinant COX2 by enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1955784;1;Scientific Literature;Bioorg Med Chem Lett;2012;;;;;100.0
CHEMBL16826;;;347.49;0;3.41;25e;CC(C)(C)c1cc(-c2nnc(N=C(N)N)s2)cc(C(C)(C)C)c1O;IC50;'=';17000.0;nM;4.77;;;UO_0000065;13.73;0.27;1.36;4.32;0;CHEMBL655563;Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1132622;1;Scientific Literature;J Med Chem;1999;;;;;17.0
