Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL44101;;;359.42;0;3.49;38;Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768745;In vitro inhibitory activity against human prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL16689;;;415.54;1;5.75;24;CS(=O)(=O)c1ccc(-c2sc(-c3cccs3)nc2-c2ccc(F)cc2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL664166;Inhibition of human cyclooxygenase-1 (hCOX-1) enzyme.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1132704;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;100.0
CHEMBL17043;;;461.94;1;6.48;32;CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2F)cc1;IC50;'=';70000.0;nM;4.16;;;UO_0000065;8.99;0.19;-2.33;8.83;0;CHEMBL664166;Inhibition of human cyclooxygenase-1 (hCOX-1) enzyme.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1132704;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;70.0
CHEMBL347441;;;412.49;0;3.78;23 (Racemic);C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O;IC50;'=';10000.0;nM;5.00;;;UO_0000065;12.12;0.24;1.22;7.24;0;CHEMBL766826;In vitro inhibitory activity against sensitive U-937 microsomal prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136575;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;10.0
CHEMBL419268;;;399.25;0;3.36;31;Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1;IC50;'=';8709.64;nM;5.06;;;UO_0000065;12.67;0.28;1.70;5.31;1;CHEMBL873460;Binding affinity towards Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136323;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;2.06
CHEMBL70478;;;346.36;0;1.75;20;COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1;IC50;'=';899.5;nM;6.05;;;UO_0000065;17.46;0.34;4.30;5.78;1;CHEMBL873460;Binding affinity towards Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136323;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;3.046
CHEMBL449150;BALLOTETROSIDE;;888.82;3;-4.09;ballotetroside;C[C@@H]1OC(O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O;IC50;'=';1000000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;1.0
CHEMBL404515;CYANIDIN;;287.25;0;2.91;cyanidin;Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1;IC50;'=';90000000.0;nM;;Outside typical range;;UO_0000065;;;;;1;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;90.0
CHEMBL464793;;;346.42;0;2.28;11S,16R-dihydroxyoctadeca-9Z,17-dien-12,14-diynoic-1-ylacetate;C=C[C@@H](O)C#CC#C[C@@H](O)/C=C/CCCCCCCC(=O)OC(C)=O;IC50;'=';73000.0;nM;4.14;;;UO_0000065;11.94;0.23;1.86;4.93;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;73.0
CHEMBL244743;ESCULETIN;;178.14;0;1.20;esculetin;O=c1ccc2cc(O)c(O)cc2o1;IC50;'=';57000.0;nM;4.24;;;UO_0000065;23.82;0.45;3.04;6.01;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;57.0
CHEMBL243796;KURARINONE;;438.52;1;5.61;kurarinone;C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O;IC50;'=';600.0;nM;6.22;;;UO_0000065;14.19;0.27;0.61;6.47;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;0.6
CHEMBL456092;KUTDTRIOL;;254.37;0;2.01;kutdtriol;C=C1CCC[C@]2(C)CC[C@@H]([C@@](C)(O)CO)C[C@@]12O;IC50;'=';39000.0;nM;4.41;;;UO_0000065;17.33;0.33;2.40;7.26;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;39.0
CHEMBL25;ASPIRIN;4.0;180.16;0;1.31;Aspirin;CC(=O)Oc1ccccc1C(=O)O;IC50;'=';560100.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL2016145;Inhibition of COX1 after 5 mins by spectrophotometric analysis;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2010645;1;Scientific Literature;Bioorg Med Chem Lett;2012;;;;;560.1
CHEMBL6;INDOMETHACIN;4.0;357.79;0;3.93;18;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';0.14;nM;9.85;;;UO_0000065;27.54;0.54;5.92;14.38;0;CHEMBL5346612;Inhibition of COX1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL5344475;1;Scientific Literature;RSC Med Chem;2024;;;INHIBITOR;;0.14
CHEMBL110574;;;381.38;0;3.67;36;Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL763301;Inhibitory activity against Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133620;1;Scientific Literature;J Med Chem;2000;;;;;100.0
CHEMBL155898;;;410.50;0;3.15;15;CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2OCC2CC2)cc1;IC50;'=';10000.0;nM;5.00;;;UO_0000065;12.18;0.24;1.85;6.39;0;CHEMBL766826;In vitro inhibitory activity against sensitive U-937 microsomal prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136575;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;10.0
CHEMBL158310;;;412.49;0;4.09;3h;CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O;IC50;'=';3000.0;nM;5.52;;;UO_0000065;13.39;0.26;1.43;8.00;0;CHEMBL766826;In vitro inhibitory activity against sensitive U-937 microsomal prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136575;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;3.0
CHEMBL155247;;;412.49;0;4.09;24 (Racemic);CC(C1CC1)n1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O;IC50;'=';10000.0;nM;5.00;;;UO_0000065;12.12;0.24;0.91;7.24;0;CHEMBL766826;In vitro inhibitory activity against sensitive U-937 microsomal prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136575;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;10.0
CHEMBL109030;;;366.40;1;5.20;1f;CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL767822;Tested for inhibition against Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1127401;1;Scientific Literature;J Med Chem;1994;;;;;100.0
CHEMBL155206;;;448.57;0;4.51;16;CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1;IC50;'=';10000.0;nM;5.00;;;UO_0000065;11.15;0.22;0.49;7.24;0;CHEMBL766826;In vitro inhibitory activity against sensitive U-937 microsomal prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136575;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;10.0
CHEMBL418859;;;350.80;0;3.74;10a;CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2)cc1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768746;In vitro inhibitory activity against human Prostaglandin G/H synthase 1 (COX-1) in U-937 cells;B;BAO_0000219;cell-based format;;;;U-937;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145864;1;Scientific Literature;J Med Chem;2003;CHEMBL3308006;;;;10.0
CHEMBL325894;;;374.85;0;3.53;10ar;CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)CCO3)cc1;IC50;'=';110.0;nM;6.96;;;UO_0000065;18.56;0.38;3.43;11.37;0;CHEMBL768746;In vitro inhibitory activity against human Prostaglandin G/H synthase 1 (COX-1) in U-937 cells;B;BAO_0000219;cell-based format;;;;U-937;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145864;1;Scientific Literature;J Med Chem;2003;CHEMBL3308006;;;;0.11
CHEMBL117852;;;374.89;0;4.55;10l;CCCc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768746;In vitro inhibitory activity against human Prostaglandin G/H synthase 1 (COX-1) in U-937 cells;B;BAO_0000219;cell-based format;;;;U-937;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145864;1;Scientific Literature;J Med Chem;2003;CHEMBL3308006;;;;10.0
CHEMBL44447;;;383.37;0;4.71;27;CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)n2-c2ccc(F)cc2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768745;In vitro inhibitory activity against human prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL18373;;;357.43;0;2.94;12;CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccccc12;IC50;'=';340.0;nM;6.47;;;UO_0000065;18.10;0.35;3.53;8.47;0;CHEMBL767744;Concentration that caused a 50% decrease in the maximal inhibition of Prostaglandin G/H synthase 1 activity as measured by PGE-2 production.;B;BAO_0000357;single protein format;Cercopithecidae;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130988;1;Scientific Literature;Bioorg Med Chem Lett;1998;;;;;0.34
CHEMBL3410363;;;474.37;0;4.62;55;NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2Cl)cc1;IC50;'=';96330.0;nM;4.02;;;UO_0000065;8.47;0.18;-0.60;4.73;0;CHEMBL3413346;Inhibition of human recombinant COX1 by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3407356;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;96.33
CHEMBL465620;;;320.30;0;1.55;4'-O-Me-ent-gallocatechin;COc1c(O)cc([C@@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1O;IC50;'=';12000.0;nM;4.92;;;UO_0000065;15.36;0.29;3.37;4.11;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;12.0
CHEMBL464006;MORUSIN;;420.46;1;5.27;morusin;CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3;IC50;'=';100000.0;nM;4.00;;;UO_0000065;9.51;0.18;-1.27;3.99;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;100.0
CHEMBL503797;OURATEAPROANTHOCYANIDIN A;;592.55;3;3.30;ouratea-proanthocyanidin A;COc1c(O)cc([C@H]2Oc3c(c(O)cc(O)c3[C@H]3c4c(O)cc(O)cc4O[C@H](c4ccc(O)cc4)[C@@H]3O)C[C@H]2O)cc1O;IC50;'=';138000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL1008496;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151260;1;Scientific Literature;J Nat Prod;2005;;;;;138.0
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;Celecoxib;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';16000.0;nM;4.80;;;UO_0000065;12.58;0.25;1.29;6.15;0;CHEMBL980985;Inhibition of COX1 in human whole blood assessed as inhibition of LPS-stimulated PGE2 production by radioimmunoassay;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1140067;1;Scientific Literature;Bioorg Med Chem;2008;;;;;16.0
CHEMBL470129;;;258.36;0;4.09;2;CC(C)=CCC/C(C)=C/CC1=CC(=O)C=C(C)C1=O;IC50;'=';64300.0;nM;4.19;;;UO_0000065;16.22;0.30;0.10;12.28;0;CHEMBL1023323;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1141734;1;Scientific Literature;J Nat Prod;1998;;;;;64.3
CHEMBL408423;;;389.41;0;4.23;4h;COc1ccc(N2C(=O)O/C(=C3/C(=O)N(c4ccccc4)N=C3C)C=C2C)cc1;IC50;'=';269000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL923040;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1143947;1;Scientific Literature;Bioorg Med Chem;2008;;;;;269.0
CHEMBL2334138;;;421.54;1;5.15;3d;COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(C)CC2)cc1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL2340598;Inhibition of COX-1 (unknown origin) by chemiluminescence assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2331353;1;Scientific Literature;Eur J Med Chem;2013;;;;;50.0
CHEMBL479210;;;488.71;1;6.57;220;C=C[C@@H]1[C@@H](O)C[C@@H]2[C@]3(CC[C@]4(C)[C@@H]([C@H](C)CCC(OO)C(=C)C)CC[C@@]24C)C[C@]13CCC(=O)OC;IC50;'=';43.7;ug;;;;UO_0000023;;;;;0;CHEMBL992445;Inhibition of cyclooxygenase-1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1149799;1;Scientific Literature;Eur J Med Chem;2008;;;;;43.7
CHEMBL333084;;;390.89;0;4.38;10j;CC(C)Oc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768746;In vitro inhibitory activity against human Prostaglandin G/H synthase 1 (COX-1) in U-937 cells;B;BAO_0000219;cell-based format;;;;U-937;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145864;1;Scientific Literature;J Med Chem;2003;CHEMBL3308006;;;;10.0
CHEMBL154253;;;412.49;0;3.92;20;CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1;IC50;'=';3000.0;nM;5.52;;;UO_0000065;13.39;0.26;1.60;8.00;0;CHEMBL766826;In vitro inhibitory activity against sensitive U-937 microsomal prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136575;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;3.0
CHEMBL6;INDOMETHACIN;4.0;357.79;0;3.93;Indomethacin;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';150.0;nM;6.82;;;UO_0000065;19.07;0.37;2.89;9.96;0;CHEMBL768384;In vitro inhibitory activity towards human platelet recombinant Prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1135096;1;Scientific Literature;Bioorg Med Chem Lett;2002;;;;;0.15
CHEMBL43002;;;329.40;0;4.00;1;Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768745;In vitro inhibitory activity against human prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL161793;;;334.44;0;3.61;1m;CNS(=O)(=O)c1ccc(-c2oc(C)nc2C2CCCCC2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768384;In vitro inhibitory activity towards human platelet recombinant Prostaglandin G/H synthase 1;B;BAO_0000019;assay format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1135096;1;Scientific Literature;Bioorg Med Chem Lett;2002;;;;;100.0
CHEMBL320790;;;410.37;0;3.69;69;CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc3c2OCO3)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL763301;Inhibitory activity against Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133620;1;Scientific Literature;J Med Chem;2000;;;;;100.0
CHEMBL17064;;;389.52;1;5.32;14;CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL664166;Inhibition of human cyclooxygenase-1 (hCOX-1) enzyme.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1132704;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;100.0
CHEMBL419561;;;371.34;0;3.26;79;Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL763301;Inhibitory activity against Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133620;1;Scientific Literature;J Med Chem;2000;;;;;100.0
CHEMBL44244;;;461.46;0;4.29;31;Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768745;In vitro inhibitory activity against human prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL1669030;;;370.71;0;4.50;6f;O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(O)cc3)c2OC1C(F)(F)F;IC50;'=';2910.0;nM;5.54;;;UO_0000065;14.93;0.30;1.04;8.29;0;CHEMBL1671272;Inhibition of human COX1;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1667779;1;Scientific Literature;Bioorg Med Chem Lett;2011;;;;;2.91
CHEMBL508629;MYRTUCOMMULONE A;;668.82;2;7.15;1, myrtucommulone A, MC A;CC(C)C(=O)c1c(O)c([C@H](C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)c(O)c([C@H](C2=C(O)C(C)(C)C(=O)C(C)(C)C2=O)C(C)C)c1O;IC50;'=';17000.0;nM;4.77;;;UO_0000065;7.13;0.14;-2.38;2.56;0;CHEMBL3611127;Inhibition of COX-1 in human platelet using arachidonic acid as substrate assessed as formation of 12-HHT preincubated for 10 mins followed by substrate addition measured after 5 mins by HPLC analysis;B;BAO_0000019;assay format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3608292;1;Scientific Literature;Eur J Med Chem;2015;;;;;17.0
CHEMBL295068;;;421.49;0;4.50;1m;Cc1ccc(N2CC(c3ccc(S(C)(=O)=O)cc3)=C(c3ccc(F)cc3)C2=O)cc1;IC50;'=';3700.0;nM;5.43;;;UO_0000065;12.89;0.25;0.93;9.98;0;CHEMBL767754;Biochemical index for Prostaglandin G/H synthase 1 measured as, thromboxane 2 (TXB2) levels following blood coagulation;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133261;1;Scientific Literature;Bioorg Med Chem Lett;2000;;;;;3.7
CHEMBL235786;;;194.19;0;1.08;1;O=C(O)Cc1ccc2c(c1)OCCO2;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL898176;Inhibition of COX1 in human whole blood after 15 mins;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1149592;1;Scientific Literature;Bioorg Med Chem;2007;;;;;100.0
CHEMBL89578;;;344.45;0;4.96;SC-58231;CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1;IC50;'=';18300.0;nM;4.74;;;UO_0000065;13.75;0.27;-0.22;13.88;1;CHEMBL769635;In vitro inhibitory activity against constitutive form of human recombinant Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151046;1;Scientific Literature;Bioorg Med Chem Lett;1995;;;;;18.3
CHEMBL237207;;;509.97;1;3.36;61;COc1ccc2c(c1)c(CCNS(=O)(=O)CCCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';11000.0;nM;4.96;;;UO_0000065;9.72;0.20;1.60;3.82;0;CHEMBL901401;Inhibition of COX1 in human whole blood assessed as effect on A23187-induced thromboxane B2 production;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138326;1;Scientific Literature;J Med Chem;2007;;;;;11.0
