Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL273420;;;411.43;0;3.81;3;NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2SC3)cc1;IC50;'=';9700.63;nM;5.01;;;UO_0000065;12.18;0.25;1.20;6.43;1;CHEMBL3055176;Inhibition of COX-1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3046769;1;Scientific Literature;Med Chem Res;2009;;;;;5.0132
CHEMBL1938840;;;286.34;0;2.64;9;CC(C)(C)OC1Oc2ccccc2-c2nc(NN)ncc21;IC50;'=';54.0;nM;7.27;;;UO_0000065;25.38;0.47;4.63;8.83;0;CHEMBL1943382;Inhibition of COX-1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1938325;1;Scientific Literature;Bioorg Med Chem Lett;2012;;;;;54.0
CHEMBL828;PHENOTHIAZINE;2.0;199.28;0;3.89;PHENOTHIAZINE;c1ccc2c(c1)Nc1ccccc1S2;IC50;'=';196.0;nM;6.71;;;UO_0000065;33.66;0.65;2.82;55.76;0;CHEMBL1909130;DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid);B;BAO_0000221;tissue-based format;Homo sapiens;;;Platelet;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1909046;15;DrugMatrix;;;CHEMBL3833781;;;;0.196
CHEMBL289447;;;354.43;0;3.18;8;Cc1ccc2c(c1)C1=C(c3ccc(S(C)(=O)=O)cc3)C(=O)OC1CC2;IC50;'>';30000.0;nM;;;;UO_0000065;;;;;0;CHEMBL768753;In vitro inhibitory activity against recombinant human Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1136373;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;30.0
CHEMBL286756;;;372.84;0;2.91;17a;N#CCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL772766;In vitro inhibitory concentration required to block recombinant human prostaglandin G/H synthase 1 (COX-1);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130002;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL4248810;;;613.45;2;7.45;e19;O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(Cl)c2)n(-c2ccc(Cl)cc2)n1;IC50;'=';36850.0;nM;4.43;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;36.85
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;Celecoxib;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';46890.0;nM;4.33;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;46.89
CHEMBL4557315;;;449.31;0;4.78;14;N#Cc1c(/N=C/c2ccc(O)cc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2;IC50;'=';71970.0;nM;4.14;;;UO_0000065;9.22;0.20;-0.64;4.58;0;CHEMBL4315494;Inhibition of human COX1 using arachidonic acid as substrate incubated for 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4312005;1;Scientific Literature;Eur J Med Chem;2020;;;;;71.97
CHEMBL4471314;;;340.81;0;4.32;21;CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2;IC50;'=';15620.0;nM;4.81;;;UO_0000065;14.10;0.27;0.49;6.85;0;CHEMBL4315494;Inhibition of human COX1 using arachidonic acid as substrate incubated for 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4312005;1;Scientific Literature;Eur J Med Chem;2020;;;;;15.62
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;Celecoxib;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';27830.0;nM;4.55;;;UO_0000065;11.94;0.24;1.05;5.84;1;CHEMBL4315494;Inhibition of human COX1 using arachidonic acid as substrate incubated for 2 mins by ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4312005;1;Scientific Literature;Eur J Med Chem;2020;;;;;27.83
CHEMBL1830338;;;561.11;2;5.70;15;CC(C)(C)c1ccc(CN2CCN(C(=O)CCc3cc(-c4ccc(F)cc4)n(-c4ccc(Cl)nn4)n3)CC2)cc1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL1833642;Inhibition of COX1-mediated 12-HHT production in human platelet after 5 mins by HPLC analysis;B;BAO_0000019;assay format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1828531;1;Scientific Literature;Eur J Med Chem;2011;;;;;10.0
CHEMBL1814714;;;374.41;0;4.46;18;COc1ccc(-c2cc(C(C)C(=O)[O-])ccc2CC2CCCC2=O)cc1.[Na+];IC50;'=';800000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL1816060;Inhibition of human whole blood COX-1 assessed as production of TXB2 after 24 hrs by EIA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1811892;1;Scientific Literature;Bioorg Med Chem;2011;;;;;800.0
CHEMBL6;INDOMETHACIN;4.0;357.79;0;3.93;indomethacin;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';33.8;nM;7.47;;;UO_0000065;20.88;0.41;3.54;10.90;0;CHEMBL1817368;Inhibition of human platelets COX1 assessed as PGE2 production using arachidonic acid as substrate preincubated for 15 mins measured after 15 mins by EIA;B;BAO_0000019;assay format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1811901;1;Scientific Literature;Bioorg Med Chem Lett;2011;;;;;0.0338
CHEMBL1684142;;;304.34;0;3.46;12;COc1cc2oc(C)cc(=O)c2c(OCC=C(C)C)c1OC;IC50;'=';22870.0;nM;4.64;;;UO_0000065;15.25;0.29;1.18;8.02;0;CHEMBL1686538;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1681761;1;Scientific Literature;Bioorg Med Chem Lett;2011;;;;;22.87
CHEMBL1684146;;;222.20;0;1.52;16;COc1cc2oc(C)cc(=O)c2c(O)c1O;IC50;'=';19750.0;nM;4.70;;;UO_0000065;21.17;0.40;3.18;5.89;0;CHEMBL1686538;Inhibition of COX1;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1681761;1;Scientific Literature;Bioorg Med Chem Lett;2011;;;;;19.75
CHEMBL4242033;;;579.01;2;6.79;e15;O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)cc2)n(-c2ccccc2)n1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;50.0
CHEMBL4247830;;;612.56;2;7.16;e30;O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(C(F)(F)F)c2)n(-c2ccccc2)n1;IC50;'=';41080.0;nM;4.39;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;41.08
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;celecoxib;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';5100.0;nM;5.29;;;UO_0000065;13.88;0.28;1.78;6.79;0;CHEMBL772920;Inhibition of Prostaglandin G/H synthase 1 in U-937 cells from human histiocytic lymphoma;B;BAO_0000219;cell-based format;;;;U-937;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134336;1;Scientific Literature;J Med Chem;2001;CHEMBL3308006;;;;5.1
CHEMBL36815;;;366.46;0;4.30;21b;CC(C)c1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1;IC50;'=';29700.0;nM;4.53;;;UO_0000065;12.35;0.25;0.23;5.25;0;CHEMBL768752;Inhibition of human purified Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1135906;1;Scientific Literature;J Med Chem;2002;;;;;29.7
CHEMBL599;MELOXICAM;4.0;351.41;0;1.95;Meloxicam;Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1;IC50;'=';36600.0;nM;4.44;;;UO_0000065;12.62;0.26;2.49;4.45;1;CHEMBL5387517;Inhibition of COX-1 (unknown origin) assessed as reduction in PGE2 production;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL5385871;1;Scientific Literature;Eur J Med Chem;2023;;;INHIBITOR;;36.6
CHEMBL4246412;;;593.04;2;7.10;e4;Cc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(Cl)cc2)cc1;IC50;'=';40930.0;nM;4.39;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;40.93
CHEMBL4248344;;;623.46;2;6.90;e20;O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Br)cc2)n(-c2ccccc2)n1;IC50;'=';43200.0;nM;4.37;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;43.2
CHEMBL4244043;;;589.56;2;6.05;e24;O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc([N+](=O)[O-])c2)n(-c2ccccc2)n1;IC50;'=';33760.0;nM;4.47;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;33.76
CHEMBL4239825;;;613.45;2;7.45;e25;O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccccc2)n1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4234506;Inhibition of COX1 (unknown origin) using arachidonic acid as substrate pretreated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;A;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4229460;1;Scientific Literature;Bioorg Med Chem;2018;;;;;50.0
CHEMBL571;KETOPROFEN;4.0;254.29;0;3.11;Ketoprofen;CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1;IC50;'=';2.0;nM;8.70;;;UO_0000065;34.21;0.63;5.59;16.00;1;CHEMBL5370733;Inhibition of COX-1 in human platelet in presence of arachidonic acid by human whole blood assay;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;Platelet;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL5370523;1;Scientific Literature;Eur J Med Chem;2023;;;INHIBITOR;;2.0
CHEMBL5203505;;;474.47;1;5.81;[18F]10;Cc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(S(=O)(=O)Nc3ccc([18F])cc3)cc2)cc1;IC50;'=';100000.0;nM;4.00;;;UO_0000065;8.41;0.17;-1.81;6.25;0;CHEMBL5152260;Inhibition of COX1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL5150013;1;Scientific Literature;J Med Chem;2021;;;INHIBITOR;;100.0
CHEMBL359775;;;379.44;0;3.48;17;COc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1;IC50;'=';3880.0;nM;5.41;;;UO_0000065;14.26;0.27;1.93;7.36;0;CHEMBL833051;Inhibition of human cyclooxygenase-1 expressed in COS cells;B;BAO_0000219;cell-based format;Homo sapiens;;;COS;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138006;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;3880.0
CHEMBL4070457;;;438.34;0;4.10;1h;CCc1ccc(N2C(=O)CS/C2=N/NC(=O)COc2ccc(Cl)cc2Cl)cc1;IC50;'=';113120.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL4004014;Inhibition of COX1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4002614;1;Scientific Literature;Bioorg Med Chem Lett;2017;;;;;113.12
CHEMBL325370;;;370.43;0;3.06;10a;CC1(C)OC(=O)C(C(=O)c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1;IC50;'>';90000.0;nM;;;;UO_0000065;;;;;0;CHEMBL664786;In vitro inhibitory potency against human COX-1 (HWB COX-2) by whole blood assay;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1132677;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;90.0
CHEMBL347378;;;385.47;0;3.54;20;COc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3ncnn23)c1;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL767824;Tested in vitro for the ability to inhibit Prostaglandin G/H synthase 1 in chinese hamster ovary (CHO) cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1129864;1;Scientific Literature;Bioorg Med Chem Lett;1997;CHEMBL3308072;;;;50.0
CHEMBL282924;;;381.28;0;4.67;8;CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)CC2)cc1;IC50;'=';9200.0;nM;5.04;;;UO_0000065;13.21;0.29;0.37;9.83;0;CHEMBL769638;In vitro potency against human Prostaglandin G/H synthase 1 in U937 microsomes. ;B;BAO_0000251;microsome format;;;;;Microsome;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1132626;1;Scientific Literature;J Med Chem;1999;;;;;9.2
CHEMBL428710;;;347.82;0;3.41;20;CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)ccn3)C(=O)CC2)cc1;IC50;'=';34000.0;nM;4.47;;;UO_0000065;12.85;0.27;1.06;6.97;0;CHEMBL769637;In vitro potency against human Prostaglandin G/H synthase 1 (hCOX-1) in the human whole blood assay.;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1132626;1;Scientific Literature;J Med Chem;1999;;;;;34.0
CHEMBL298356;;;407.47;0;4.19;1h;CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)N(c3ccccc3)C2)cc1;IC50;'=';2700.0;nM;5.57;;;UO_0000065;13.67;0.26;1.38;10.23;0;CHEMBL767754;Biochemical index for Prostaglandin G/H synthase 1 measured as, thromboxane 2 (TXB2) levels following blood coagulation;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133261;1;Scientific Literature;Bioorg Med Chem Lett;2000;;;;;2.7
CHEMBL1939680;;;431.49;0;3.07;12c;Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1;IC50;'=';12200.0;nM;4.91;;;UO_0000065;11.39;0.22;1.84;5.74;0;CHEMBL1941191;Inhibition of platelet COX1-mediated TXB2 production in LPS-induced human whole blood after 60 mins by radioimmunoassay;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1938239;1;Scientific Literature;J Med Chem;2011;;;;;12.2
CHEMBL3823238;;;562.01;1;4.02;7b;Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';89530.0;nM;4.05;;;UO_0000065;7.20;0.14;0.03;2.70;0;CHEMBL3825751;Inhibition of human COX1 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3822383;1;Scientific Literature;Bioorg Med Chem Lett;2016;;;;;89.53
CHEMBL3824071;;;592.03;1;4.11;7j;CCOc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';78540.0;nM;4.11;;;UO_0000065;6.93;0.14;-0.01;2.58;0;CHEMBL3825751;Inhibition of human COX1 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3822383;1;Scientific Literature;Bioorg Med Chem Lett;2016;;;;;78.54
CHEMBL3824049;;;616.87;2;5.02;7o;NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(Cl)c(Cl)c2)cc1;IC50;'=';96590.0;nM;4.01;;;UO_0000065;6.51;0.14;-1.00;2.68;0;CHEMBL3825751;Inhibition of human COX1 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3822383;1;Scientific Literature;Bioorg Med Chem Lett;2016;;;;;96.59
CHEMBL361055;;;331.37;0;3.25;12a;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1C(=O)c1ccc(F)cc1;IC50;'=';2440.0;nM;5.61;;;UO_0000065;16.94;0.33;2.36;8.38;0;CHEMBL833014;Inhibitory concentration against human whole blood Prostaglandin G/H synthase 1 enzyme activity;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1137849;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;2.44
CHEMBL362093;;;319.36;0;3.81;8a;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1;IC50;'=';37000.0;nM;4.43;;;UO_0000065;13.88;0.28;0.62;7.49;0;CHEMBL828718;Inhibitory concentration against human whole blood Prostaglandin G/H synthase 1;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1137849;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;37.0
CHEMBL421259;;;395.46;0;4.22;10e;Cc1cc(C)n2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2n1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL772920;Inhibition of Prostaglandin G/H synthase 1 in U-937 cells from human histiocytic lymphoma;B;BAO_0000219;cell-based format;;;;U-937;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134336;1;Scientific Literature;J Med Chem;2001;CHEMBL3308006;;;;10.0
CHEMBL265071;;;346.45;0;4.07;15;Cc1cc(=O)c(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL772918;Inhibition concentration against cyclooxygenase-1 (COX-1) in human whole blood;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1149180;1;Scientific Literature;J Med Chem;2004;;;;;100.0
CHEMBL340573;;;332.85;0;4.84;7f;CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CCC2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;1;CHEMBL769636;In vitro inhibition of prostaglandin G/H synthase 1.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1128591;1;Scientific Literature;J Med Chem;1995;;;;;100.0
CHEMBL6;INDOMETHACIN;4.0;357.79;0;3.93;Indomethacin;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';12500.0;nM;4.90;;;UO_0000065;13.70;0.27;0.97;7.15;1;CHEMBL3598340;Inhibition of COX1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3596089;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;12.5
CHEMBL5276738;;;527.61;2;8.57;16a;O=C(c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1cccc2ccccc12;IC50;'=';8060.0;nM;5.09;;;UO_0000065;9.65;0.18;-3.48;6.67;0;CHEMBL5242582;Inhibition of human COX-1 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL5241097;1;Scientific Literature;Eur J Med Chem;2021;;TIME = 0.2 hr;INHIBITOR;;8.06
CHEMBL4562695;;;353.79;0;0.96;2b;N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CCCl;IC50;'=';123.15;nM;6.91;;;UO_0000065;19.53;0.41;5.95;5.28;0;CHEMBL4394179;Inhibition of human recombinant COX1 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate preincubated with enzyme for 10 mins followed by substrate addition for 30 secs and measured after 1 hr by microplate reader based enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4393660;1;Scientific Literature;Eur J Med Chem;2019;;;;;123.15
CHEMBL4588711;;;381.42;0;2.15;5e;COc1ccc(/C=N/c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';513.0;nM;6.29;;;UO_0000065;16.49;0.32;4.14;5.10;0;CHEMBL4394179;Inhibition of human recombinant COX1 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate preincubated with enzyme for 10 mins followed by substrate addition for 30 secs and measured after 1 hr by microplate reader based enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL221;Prostaglandin G/H synthase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4393660;1;Scientific Literature;Eur J Med Chem;2019;;;;;513.0
