ID,SMILES,PriceMol,QED,Violation,tPSA,RotB,LogP,MW,HBD,HBA,MR,HvyAtm,Atoms,Rings,CAtm,HetAtm,AD_Distance,In_AD,pIC50_COX2_pred,pIC50_COX1_pred,IC50_COX2_pred_nM,IC50_COX1_pred_nM,SI_pred,QSAR_score
A93C7S,COc1ccc(C2=N/C(=C\c3ccccc3Cl)C(=O)S2)cc1OC,191.25373999999996,0.7581,Lipinski,47.89,4,4.418300000000003,359.8340000000001,0,5,98.11000000000004,24,24,3,18,6,1.4308379665794675,True,6.39065200337439,5.234659129643791,406.7691394064401,5825.602800379773,14.321643989218371,7.546644877104988
A60C27S,COc1ccccc1/C=C1\N=C(c2ccccn2)SC1=O,151.42003999999997,0.8165,none,51.55,3,3.151300000000001,296.35100000000006,0,5,84.34300000000003,21,21,3,16,5,2.2310416358408824,True,6.155600166564744,4.901695392938309,698.8755280952795,12540.204160162188,17.943401444230496,7.409504940191179
A68C39S,COc1ccccc1/C=C/C=C1\N=C(c2cccnc2)SC1=O,168.8095,0.8053,none,51.55,4,3.7075000000000022,322.38900000000007,0,5,93.48300000000002,23,23,3,18,5,1.7002164180257997,True,6.384485710574452,5.047850138549501,412.585812046864,8956.737812555775,21.708787726172257,7.721121282599404
A6C37S,COc1cc(/C=C2\N=C(C34CC5CC(CC(C5)C3)C4)SC2=O)cc(OC)c1,174.76198999999997,0.6916,Lipinski,47.89,4,4.933000000000004,383.513,0,5,108.16100000000004,27,27,6,22,5,2.5461474204279195,True,6.180884767342572,4.605356390278184,659.3488190364543,24810.96235095705,37.629493880363334,7.75641314440696
A97C37S,N#Cc1ccc(/C=C2\N=C(C34CC5CC(CC(C5)C3)C4)SC2=O)cc1,182.24679,0.7223,Lipinski,53.22,2,4.787480000000004,348.471,0,4,99.77200000000003,25,25,6,21,4,2.863304478210959,True,7.159719805553226,5.355461608624854,69.22774646001523,4411.0135449665895,63.717422139608665,8.963978002481598
A89C29S,C=C(C)/C=C1\N=C(c2ccco2)SC1=O,168.22974999999997,0.7181,Ghose,42.57,2,2.7596000000000007,219.265,0,4,60.74000000000002,15,15,2,11,4,3.956428774162864,True,6.186818433259213,4.999883185360646,650.4015487534257,10002.69011824414,15.379253228125796,7.373753681157781
A56C23S,O=C1SC(Cc2ccc(Br)cc2)=N/C1=C\c1ccc(F)cc1,166.0136,0.7175,Lipinski,29.43,3,4.843700000000002,376.25000000000006,0,3,92.256,22,22,3,17,5,2.1660365764824725,True,6.389024511321528,5.380698073635927,408.2963416803846,4161.998567177504,10.193573006430528,7.397350949007129
A6C9S,COc1cc(/C=C2\N=C(c3ccc[nH]3)SC2=O)cc(OC)c1,153.10096,0.8809,none,63.67999999999999,4,3.093000000000001,314.3660000000001,1,5,87.45070000000003,22,22,3,16,6,1.7163933695324625,True,6.510613051643417,5.178099907962274,308.59362378833293,6635.903961372788,21.503697581011632,7.84312619532456
A62C39S,Cn1cc(/C=C2\N=C(c3cccnc3)SC2=O)c2ccccc21,170.10325999999998,0.6776,none,47.25,2,3.634400000000002,319.38900000000007,0,5,94.268,23,23,4,18,5,2.027555367097294,True,6.1088814798563496,4.519814483963856,778.2489083028405,30212.420180521076,38.82102481377911,7.697948475748843
A28C9S,COc1cc(/C=C2\N=C(c3ccc[nH]3)SC2=O)cc(OC)c1OC,172.79897999999997,0.8439,none,72.91,5,3.1016000000000012,344.39200000000017,1,6,94.00270000000005,24,24,3,17,7,1.2140973234302554,True,6.471656187923877,5.476081458514076,337.55443009006865,3341.32362558129,9.898621756170506,7.467230917333677
A4C5S,COc1ccc(CC2=N/C(=C\c3cccc(C(F)(F)F)c3)C(=O)S2)cc1,166.53662,0.7064,Lipinski,38.66,4,4.969500000000003,377.38700000000006,0,4,96.15200000000002,26,26,3,19,7,1.4461475894837632,True,6.896979000715462,6.244693376943547,126.77131616534724,569.2546974326419,4.490406147477128,7.549264624487377
A50C17S,CC(O)C1=N/C(=C\C2CCCCC2)C(=O)S1,132.19972,0.7532,Ghose,49.66,2,2.5033000000000003,239.33999999999995,1,4,66.37180000000004,16,16,2,12,4,3.637907118966514,True,6.5366858343731415,5.658692172266629,290.61241644006225,2194.3597454612773,7.550812082779181,7.414679496479654
A89C39S,C=C(C)/C=C1\N=C(c2cccnc2)SC1=O,159.85208999999998,0.7332,Ghose,42.32,2,2.5616000000000003,230.292,0,4,66.26900000000002,16,16,2,12,4,3.7457983474969456,True,6.548518669047682,5.182137620087118,282.80125404589495,6574.494704657885,23.247756544922996,7.914899718008246
A76C9S,COc1cc(/C=C2\N=C(c3ccc[nH]3)SC2=O)ccc1O,146.64853999999997,0.8548,none,74.67999999999999,3,2.7900000000000005,300.33900000000006,2,5,82.56350000000002,21,21,3,15,6,2.1336109879521774,True,6.183666373709747,5.210991361393086,655.1392607009818,6151.891093931812,9.390203675703162,7.1563413860264085
A82C37S,O=C1SC(C23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccncc1,164.73046999999997,0.7613,Lipinski,42.32,2,4.310800000000003,324.449,0,4,92.85200000000005,23,23,6,19,4,3.0111777744717645,True,6.545150227849776,5.422560636533475,285.00322354615133,3779.5436333544208,13.26140661262517,7.667739819166077
