ChEMBL_ID;SMILES;IC50_COX1_median;IC50_COX2_median;IC50_COX1_mean;IC50_COX2_mean
CHEMBL1814722;COc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+];74000.0;430000.0;74000.0;430000.0
CHEMBL1814723;CSc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+];575000.0;150000.0;575000.0;150000.0
CHEMBL1814724;CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(F)cc1.[Na+];174000.0;36000.0;174000.0;36000.0
CHEMBL1814725;CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(C(=O)[O-])cc1.[Na+].[Na+];;76000.0;;76000.0
CHEMBL1814726;CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(O)cc1.[Na+];326000.0;11000.0;326000.0;11000.0
CHEMBL1814727;CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@@H]2O)cc1-c1ccc(O)cc1.[Na+];650000.0;20000.0;650000.0;20000.0
CHEMBL1814728;CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@H]2O)cc1-c1ccc(O)cc1.[Na+];47000.0;17000.0;47000.0;17000.0
CHEMBL18148;CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)cc2)c(=O)c2ccccc12;250.0;90.0;250.0;90.0
CHEMBL1814813;CN=[S+](C)([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1;;156.0;;156.0
CHEMBL18251;CC1(O)OC(=O)C(c2ccc(Cl)c(Cl)c2)=C1c1ccc(S(C)(=O)=O)cc1;;70.0;;70.0
CHEMBL18254;CC1(O)OC(=O)C(c2ccc(Cl)cc2Cl)=C1c1ccc(S(C)(=O)=O)cc1;;1200.0;;1200.0
CHEMBL18264;CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1;13000.0;230.0;13000.0;386.6666666666667
CHEMBL182695;Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1Cl;;6.026;;6.026
CHEMBL182820;COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1F;22387.21;12.88;22387.21;12.88
CHEMBL183088;CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1;;14.13;;14.13
CHEMBL183101;COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F;17200.0;380.0;17200.0;380.0
CHEMBL18312;CC1(O)OC(=O)C(c2ccc3ccccc3c2)=C1c1ccc(S(C)(=O)=O)cc1;;450.0;;450.0
CHEMBL18316;CC1(O)OC(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1;;160.0;;160.0
CHEMBL183178;COc1ccc(Oc2c(C)[nH]c3cccc(S(C)(=O)=O)c23)cc1;6000.0;900.0;6000.0;900.0
CHEMBL183279;COc1ccc(Sc2c(C#N)[nH]c3cc(S(C)(=O)=O)ccc23)c(Cl)c1;8100.0;710.0;8100.0;710.0
CHEMBL183294;CS(=O)(=O)c1ccc2c(Sc3ccccc3Cl)c(C#N)[nH]c2c1;;350.0;;350.0
CHEMBL183515;CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1;;12.02;;12.02
CHEMBL183653;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1;30000.0;3490.0;30000.0;3490.0
CHEMBL18373;CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccccc12;340.0;290.0;340.0;290.0
CHEMBL183891;CCOc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1;;43.0;;43.0
CHEMBL183970;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F;98000.0;4330.0;98000.0;4330.0
CHEMBL183977;COc1ccc(C(=O)c2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1;3500.0;1845.0;3500.0;1845.0
CHEMBL184022;CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1;;3160.0;;3160.0
CHEMBL184039;COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1;9300.0;950.0;9300.0;950.0
CHEMBL184075;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1;12000.0;2050.0;12000.0;2050.0
CHEMBL184076;Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1;16982.44;3.981;16982.44;3.981
CHEMBL184122;COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl;19054.61;12.88;19054.61;12.88
CHEMBL184145;CS(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2-c2ccc(F)cc2)cc1;;239.88;;239.88
CHEMBL184187;COc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(C)cc3)nn2n1;;50.0;;50.0
CHEMBL184281;COc1ccc(Sc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1;18000.0;2635.0;18000.0;2635.0
CHEMBL184327;COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC;;64.57;;64.57
CHEMBL184341;COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C;10964.78;5.012;10964.78;5.012
CHEMBL184375;Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C;14791.08;5.012;14791.08;5.012
CHEMBL184389;Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C;;22.91;;22.91
CHEMBL184498;COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C;;12.88;;12.88
CHEMBL184613;Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)nn2n1;43900.0;;43900.0;
CHEMBL184764;CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C#N)[nH]c2c1;;1105.0;;1105.0
CHEMBL18498;COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1;;69.0;;69.0
CHEMBL185163;NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1;5754.4;3.981;5754.4;3.981
CHEMBL185196;Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1Cl;3890.45;3.02;3890.45;3.02
CHEMBL185407;COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl;;19.05;;19.05
CHEMBL185420;CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(Cl)c2)cc1;;10.0;;10.0
CHEMBL185528;Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(Cl)cc1;71100.0;2930.0;71100.0;2930.0
CHEMBL185547;Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl;16595.87;3.02;16595.87;3.02
CHEMBL185621;Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1;;24.0;;24.0
CHEMBL186632;CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1;3828.0;0.44;3828.0;0.44
CHEMBL186634;NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1;17782.79;32.36;17782.79;32.36
CHEMBL186709;CCOc1ccc(-c2nn3nc(SC)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1;8630.0;13.0;8630.0;13.0
CHEMBL187137;COc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)c(=O)o2)cc1;;20.0;;20.0
CHEMBL187468;CCc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1;;48.0;;48.0
CHEMBL18790;CC1(OCC(F)(F)F)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1;;320.0;;320.0
CHEMBL18797;CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1;115.0;838.5;115.0;918.25
CHEMBL188071;Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1F;;5.012;;5.012
CHEMBL188115;COc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1;;51.0;;51.0
CHEMBL18867;CC(C)c1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(O)OC2=O)cc1;;410.0;;410.0
CHEMBL189171;COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;10.0;10.0;10.0;10.0
CHEMBL1894768;c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1;;410.0;;410.0
CHEMBL190083;C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1;;123000.0;;123000.0
CHEMBL19056;CC1(O)OC(=O)C(c2ccsc2)=C1c1ccc(S(C)(=O)=O)cc1;;110.0;;110.0
CHEMBL1908355;NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21;;267.0;;267.0
CHEMBL191534;CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCc1c[nH]c2ccc(O)cc12;;5000.0;;5000.0
CHEMBL1916947;O=C(NS(=O)(=O)c1ccccc1)c1cccnc1;;15800.0;;15800.0
CHEMBL1916948;O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccnc1;;11700.0;;11700.0
CHEMBL1916949;O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1;35800.0;6600.0;35800.0;6600.0
CHEMBL1916950;O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1;40500.0;4900.0;40500.0;4900.0
CHEMBL1916951;Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2)cc1;;18200.0;;18200.0
CHEMBL1916952;O=C(NS(=O)(=O)c1ccccc1)c1cncc(C(=O)NS(=O)(=O)c2ccccc2)c1;36900.0;7900.0;36900.0;7900.0
CHEMBL1916953;O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c1;40200.0;5600.0;40200.0;5600.0
CHEMBL1916954;O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1;29800.0;3400.0;29800.0;3400.0
CHEMBL1916955;O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c1;42500.0;2800.0;42500.0;2800.0
CHEMBL1916956;Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1;;8500.0;;8500.0
CHEMBL1916957;O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1;;12100.0;;12100.0
CHEMBL1916958;O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccncc1;41200.0;12600.0;41200.0;12600.0
CHEMBL1916959;O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccncc1;38000.0;7800.0;38000.0;7800.0
CHEMBL1916960;Cc1ccc(S(=O)(=O)NC(=O)c2ccncc2)cc1;;19400.0;;19400.0
CHEMBL1916961;O=C(NS(=O)(=O)c1ccccc1)c1ccccn1;;8800.0;;8800.0
CHEMBL1916962;O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccccn1;43800.0;6300.0;43800.0;6300.0
CHEMBL1916963;O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccn1;39700.0;6000.0;39700.0;6000.0
CHEMBL1916964;O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccccn1;;3600.0;;3600.0
CHEMBL1916965;Cc1ccc(S(=O)(=O)NC(=O)c2ccccn2)cc1;;8000.0;;8000.0
CHEMBL1916966;O=C(NS(=O)(=O)c1ccccc1)c1cccc(C(=O)NS(=O)(=O)c2ccccc2)n1;35800.0;3700.0;35800.0;3700.0
CHEMBL1916967;O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(F)cc2)n1;40300.0;2600.0;40300.0;2600.0
CHEMBL1916968;O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)n1;41500.0;1900.0;41500.0;1900.0
CHEMBL1916969;O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)n1;35600.0;800.0;35600.0;800.0
CHEMBL1916970;Cc1ccc(S(=O)(=O)NC(=O)c2cccc(C(=O)NS(=O)(=O)c3ccc(C)cc3)n2)cc1;39800.0;5600.0;39800.0;5600.0
CHEMBL1917087;NS(=O)(=O)c1cc2c(cc1Cl)S(c1ccc(Br)cc1)=NS2(=O)=O;;2300.0;;2300.0
CHEMBL1917088;CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1;;1800.0;;1800.0
CHEMBL1917097;CCc1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1;;1700.0;;1700.0
CHEMBL1917098;CC(C)c1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1;;730.0;;730.0
CHEMBL1917099;CC(C)(C)c1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1;;270.0;;270.0
CHEMBL1917100;COc1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1;;880.0;;880.0
CHEMBL1917102;O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(-c2ccccc2)cc1;;500.0;;500.0
CHEMBL1917103;O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(C(F)(F)F)cc1;;2990.0;;2990.0
CHEMBL1922532;COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1;14800.0;;14800.0;
CHEMBL1922655;Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n3Cc2ccc(-c3cc(C(F)(F)F)ccn3)cc2)nc1;18000.0;;18000.0;
CHEMBL1922660;CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1;58000.0;;58000.0;
CHEMBL1922661;CCOc1cccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)n1;620.0;;620.0;
CHEMBL1922664;Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n3Cc2ccc(-c3cncc(F)c3)cc2)nc1;3200.0;;3200.0;
CHEMBL1922666;Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n3Cc2ccc(-c3ccccn3)cc2)nc1;9000.0;;9000.0;
CHEMBL19286;C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1;51000.0;;51000.0;
CHEMBL1938840;CC(C)(C)OC1Oc2ccccc2-c2nc(NN)ncc21;54.0;60.0;54.0;60.0
CHEMBL1939434;O=C(O)/C=C/C12C=C(O)C(=O)C=C1C(=O)C1=Cc3cc(O)c(O)cc3O[C@@H](c3ccc(O)c(O)c3)[C@@H]12;;9800.0;;9800.0
CHEMBL1939435;O=C(O)/C=C/c1ccc2c(c1)O[C@H](c1cc(O)cc(O)c1)[C@H](C(=O)O)O2;;7500.0;;7500.0
CHEMBL1939436;O=C(O)/C=C/c1ccc2c(c1)O[C@@H](C(=O)O)[C@@H](c1cc(O)cc(O)c1)O2;;25600.0;;25600.0
CHEMBL1939437;O=C(O)/C=C/c1ccc2c(c1)O[C@@H](C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2;;52600.0;;52600.0
CHEMBL1939438;O=C1O[C@@H](c2ccc(O)c(O)c2)[C@H](C(=O)O)/C1=C\c1ccc(O)c(O)c1;;42600.0;;42600.0
CHEMBL1939670;Cc1c(CC(=O)OCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1;;3200.0;;3200.0
CHEMBL1939680;Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1;;1700.0;;1700.0
CHEMBL1945285;CC(C)Cc1ccc([C@H](CF)C(=O)O)cc1;1.23;530.0;1.23;530.0
CHEMBL1950009;Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1;33500.0;82.405;33500.0;82.405
CHEMBL1950010;COc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1;;1014.0;;1014.0
CHEMBL1950011;CCc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1;;414.0;;414.0
CHEMBL1950012;Cc1ccnc(C(=O)c2[nH]c3ccc(C(C)(C)C)cc3c2CC(=O)O)c1;;41.5;;41.5
CHEMBL1950013;CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1;47000.0;807.85;47000.0;807.85
CHEMBL1950014;Cc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1;;969.8;;969.8
CHEMBL1950015;CCc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1;;3060.5;;3060.5
CHEMBL1950016;Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1;7700.0;53.385;7700.0;53.385
CHEMBL1950017;Cc1ccnc(C(=O)c2[nH]c3ccc(F)cc3c2CC(=O)O)c1;21400.0;77.84;21400.0;77.84
CHEMBL1950018;COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1;;1164.0;;1164.0
CHEMBL1950019;CCc1cc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)ncc1Cl;;30.7;;30.7
CHEMBL1950020;O=C(O)Cc1c(C(=O)c2cc3c(cn2)CCCC3)[nH]c2cc(Cl)ccc12;;19.2;;19.2
CHEMBL1950021;CCOc1cnc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)cc1CC;;598.0;;598.0
CHEMBL195437;CCCCCCCCc1ccc(O)cc1;;2862.0;;2862.0
CHEMBL1955883;O=C(N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1;;15000.0;;15000.0
CHEMBL1956381;NS(=O)(=O)c1ccc(-n2nnnc2-c2ccccc2)cc1;;15000.0;;15000.0
CHEMBL1956384;NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1;;56000.0;;56000.0
CHEMBL1956385;NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(Cl)cc2)cc1;;62000.0;;62000.0
CHEMBL1956388;CN(C)c1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1;;7000.0;;7000.0
CHEMBL1956389;CS(=O)(=O)c1ccc(-n2nnnc2-c2ccccc2)cc1;;30000.0;;30000.0
CHEMBL1956390;Cc1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1;;87000.0;;87000.0
CHEMBL1956392;CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1;;15000.0;;15000.0
CHEMBL1956393;CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(Cl)cc2)cc1;;32000.0;;32000.0
CHEMBL1956395;CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc([N+](=O)[O-])cc2)cc1;;69000.0;;69000.0
CHEMBL1956396;CN(C)c1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1;;6000.0;;6000.0
CHEMBL1957450;N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O;;10507.5;;10507.5
CHEMBL1957451;N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O;;700000.0;;700000.0
CHEMBL1957452;CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O;;450000.0;;450000.0
CHEMBL1957453;CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O;;350000.0;;350000.0
CHEMBL1957455;CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O;;500000.0;;500000.0
CHEMBL1957456;CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O;;450000.0;;450000.0
CHEMBL1957567;O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1;;180000.0;;180000.0
CHEMBL1957568;O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1;;13000.0;;13000.0
CHEMBL1957569;O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1;;85000.0;;85000.0
CHEMBL1957571;O=C(O)C[C@H](NC(=O)[C@H](CS)NC(=O)c1ccc(F)cc1)C(=O)O;;14000.0;;14000.0
CHEMBL1957572;O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1;;140000.0;;140000.0
CHEMBL1957573;O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1;;200000.0;;200000.0
CHEMBL1957574;O=C(O)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O;;110000.0;;110000.0
CHEMBL1957877;Fc1ccc(/N=C/c2c[nH]c3ccccc23)cc1;;17200.0;;17200.0
CHEMBL1957878;Cc1ccc(/N=C/c2c[nH]c3ccccc23)cc1;;30400.0;;30400.0
CHEMBL1957879;FC(F)(F)c1ccc(/N=C/c2c[nH]c3ccccc23)cc1;;11600.0;;11600.0
CHEMBL1957880;Fc1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1;;710.0;;710.0
CHEMBL1957881;Cc1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1;;17500.0;;17500.0
CHEMBL1957882;FC(F)(F)c1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1;;840.0;;840.0
CHEMBL1957883;O=C(c1ccccc1)n1cc(/C=N/c2ccc(F)cc2)c2ccccc21;;430.0;;430.0
CHEMBL1957884;Cc1ccc(/N=C/c2cn(C(=O)c3ccccc3)c3ccccc23)cc1;;12400.0;;12400.0
CHEMBL1957885;O=C(c1ccccc1)n1cc(/C=N/c2ccc(C(F)(F)F)cc2)c2ccccc21;;320.0;;320.0
CHEMBL1957886;O=C(c1ccccc1)n1cc(/C=N/c2ccc(Cl)cc2)c2ccccc21;;6530.0;;6530.0
CHEMBL195825;Cc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2;;15.85;;15.85
CHEMBL1958348;CC(=O)Oc1ccccc1C(=O)Oc1ccc(CCO)cc1;;380.0;;380.0
CHEMBL1958349;CC(C)Cc1ccc(C(C)C(=O)Oc2ccc(CCO)cc2)cc1;;0.2;;0.2
CHEMBL1958350;COc1ccc2c(c1)c(CC(=O)Oc1ccc(CCO)cc1)c(C)n2C(=O)c1ccc(Cl)cc1;;4600.0;;4600.0
CHEMBL195887;Oc1ccc(-c2nc(-c3ccc(O)cc3Cl)cn2-c2ccc(O)cc2)cc1;8400.0;11500.0;8400.0;11500.0
CHEMBL195894;COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(C)(=O)=O)cc3)c1-2;;75.86;;75.86
CHEMBL196041;NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CCF)cc1;;8.0;;8.0
CHEMBL196263;Oc1ccc(-n2cc(-c3ccc(O)cc3Cl)nc2-c2ccc(O)cc2Cl)cc1;8400.0;9400.0;8400.0;9400.0
CHEMBL2016598;Cc1noc2c(Cc3ccccc3)nn(Cc3nnc(Nc4ccccc4)s3)c(=O)c12;;10900.0;;10900.0
CHEMBL2018563;CNc1nnc(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)s1;;21300.0;;21300.0
CHEMBL2018565;CNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1;;6000.0;;6000.0
CHEMBL2018566;CCNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1;;39600.0;;39600.0
CHEMBL2018568;CNc1nnc(Cn2nc(Cc3ccc(OC)cc3)c3onc(C)c3c2=O)s1;;14700.0;;14700.0
CHEMBL2018667;Cc1noc2c(Cc3ccccc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12;;5500.0;;5500.0
CHEMBL2018668;CCn1c(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)n[nH]c1=S;;6100.0;;6100.0
CHEMBL2018670;Cc1noc2c(Cc3ccc([N+](=O)[O-])cc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12;;4600.0;;4600.0
CHEMBL2018671;CCn1c(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)n[nH]c1=S;;9200.0;;9200.0
CHEMBL2018673;COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3C)c(=O)c3c(C)noc23)cc1;;2100.0;;2100.0
CHEMBL2018674;CCn1c(Cn2nc(Cc3ccc(OC)cc3)c3onc(C)c3c2=O)n[nH]c1=S;;2200.0;;2200.0
CHEMBL2018675;COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c3c(C)noc23)cc1;;10800.0;;10800.0
CHEMBL2023847;Clc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1;;840.0;;840.0
CHEMBL2023848;COc1cccc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1;;1390.0;;1390.0
CHEMBL2023850;CN(c1ccc(O)cc1)c1nc(-c2ccc(Cl)cc2)cs1;;1080.0;;1080.0
CHEMBL2023857;COc1ccc(Nc2nc(-c3ccc(C)c(C)c3)cs2)cc1;;1200.0;;1200.0
CHEMBL2023858;COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1;;810.0;;810.0
CHEMBL2023859;Clc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1;;910.0;;910.0
CHEMBL2023860;COc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1;;930.0;;930.0
