ChEMBL_ID;SMILES;IC50_COX1_median;IC50_COX2_median;IC50_COX1_mean;IC50_COX2_mean
CHEMBL4062843;CN(C)/C=C/C(=O)c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1;;550.0;;550.0
CHEMBL4063233;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2cccc(Cl)c2)cc1;41460.0;1430.0;41460.0;1430.0
CHEMBL4063273;COc1cc(/C=C/C(=O)c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc(OC)c1OC;;870.0;;870.0
CHEMBL406328;Nc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1;14000.0;;14000.0;
CHEMBL4063300;CS(=O)(=O)c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1;;740.0;;740.0
CHEMBL4064047;Cc1c(C(=O)c2conc2C(=O)c2cnn(-c3ccccc3)c2C)cnn1-c1ccccc1;;4500.0;;4500.0
CHEMBL406434;COC(=O)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1;;2730.0;;2730.0
CHEMBL406515;Nc1cccc(C(=O)Nc2ccc(C(F)(F)F)cc2)c1;19000.0;;19000.0;
CHEMBL4065185;N#Cc1c(N=Cc2ccco2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2;;450.0;;450.0
CHEMBL406527;CC[S+]([O-])c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1;;13298131.350000001;;13298131.350000001
CHEMBL406528;NS(=O)(=O)c1ccc(-c2nc(NCc3ccncc3)cc(C(F)(F)F)n2)cc1;;1890.0;;1890.0
CHEMBL4065530;O=C(c1ccccc1O)n1nc(Nc2ccccc2)cc1-c1ccccc1O;70.4;16.2;70.4;16.2
CHEMBL4065539;NS(=O)(=O)c1ccc(-n2nc(C(=O)Oc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2)cc1;43610.0;2500.0;43610.0;2500.0
CHEMBL4065986;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccccc2)cc1;59230.0;540.0;59230.0;540.0
CHEMBL4066211;Cc1c(C(=O)NC(CO)Cc2ccccc2)nc2ccc(Cl)cc2c1O;;2780.0;;2780.0
CHEMBL4066899;Cc1c(C(=O)N2CCNCC2)nc2ccc(Cl)cc2c1O;;2810.0;;2810.0
CHEMBL4067079;c1cc(-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)[nH]n1;;1720.0;;1720.0
CHEMBL4067108;Cc1c(C2=C(N=O)Sc3ccccc3N2)cnn1-c1ccccc1;;1830.0;;1830.0
CHEMBL4067898;COc1ccccc1-n1cc(COC(=O)C2CCn3c(C(=O)c4ccccc4)ccc32)nn1;;6.0;;6.0
CHEMBL4067927;CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21;60.0;9880.0;60.0;9880.0
CHEMBL4068589;CCc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;;60.0;;60.0
CHEMBL4069250;CC(=O)Nc1ccc(OC(=O)c2c(-c3ccccc3)sc3c2CCCC3)cc1;;1400.0;;1400.0
CHEMBL4069602;CCCc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;;46.0;;46.0
CHEMBL4069692;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccc(Cl)cc2)cc1;;910.0;;910.0
CHEMBL4069774;Cc1c(C(=O)NCc2nc3ccccc3[nH]2)nc2ccc(Cl)cc2c1O;;1210.0;;1210.0
CHEMBL4069833;CC1(C)Oc2cc(-c3cccc(OC(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21;6750.0;;6750.0;
CHEMBL4069891;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2cccc(Cl)c2)cc1;56520.0;490.0;56520.0;490.0
CHEMBL407019;NS(=O)(=O)c1ccc(/C=N/c2ccccc2)cc1;;3110.0;;3110.0
CHEMBL407035;CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(F)cc2)cc1;;36000.0;;36000.0
CHEMBL4070457;CCc1ccc(N2C(=O)CS/C2=N/NC(=O)COc2ccc(Cl)cc2Cl)cc1;113120.0;6930.0;113120.0;6930.0
CHEMBL4070807;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2cccc(F)c2)cc1;40450.0;300.0;40450.0;300.0
CHEMBL4071061;Cc1ccc(NC(=O)c2c(N=Cc3ccco3)c(C#N)c3n2CCC3)cc1;;190.0;;190.0
CHEMBL407109;Cc1ccc(Nc2c(Cl)cc(Cl)cc2Cl)c(CC(=O)O)c1;;28.0;;28.0
CHEMBL407153;CC1=C/C(=C2\C(=O)N(c3ccccc3)N=C2C)OC(=O)N1c1ccc(Cl)cc1;251000.0;;251000.0;
CHEMBL4071957;Cc1c(-c2nc3ccccn3c2N=O)cnn1-c1ccccc1;;1750.0;;1750.0
CHEMBL4071983;CCOC(=O)C1=C(N)n2c(=O)c3ncccc3c(=O)n2C1c1ccccc1O;66.7;20.1;66.7;20.1
CHEMBL4072067;O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2OC1C(F)(F)F;;56.0;;56.0
CHEMBL4072244;N#Cc1c(N=Cc2cccs2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2;;360.0;;360.0
CHEMBL4072576;c1cc(-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)on1;;1170.0;;1170.0
CHEMBL4072942;c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc1;;1860.0;;1860.0
CHEMBL4073566;N#Cc1c(N=Cc2ccc3ccccc3c2)c(C(=O)Nc2ccccc2)n2c1CCC2;;520.0;;520.0
CHEMBL407368;Cc1ccc(Nc2c(C)cccc2Cl)c(CC(=O)O)c1;;60.0;;60.0
CHEMBL4073779;Cc1ccc(NC(=O)c2c(N=Cc3cccs3)c(C#N)c3n2CCC3)cc1;;110.0;;110.0
CHEMBL4074153;CCOC(=O)C1=C(N)n2c(=O)ccc(=O)n2C1c1ccccc1O;74.4;90.1;74.4;90.1
CHEMBL4074351;N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2;;680.0;;680.0
CHEMBL4074716;O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2O[C@@H]1C(F)(F)F;;10.0;;10.0
CHEMBL4074825;Cc1c(C(=O)N2CCN(c3ccccc3)CC2)nc2ccc(Cl)cc2c1O;;1130.0;;1130.0
CHEMBL4075294;O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@H]1C(F)(F)F;;340.0;;340.0
CHEMBL4075687;NCc1c(-c2ccccc2)c(C(=O)O)c2ccccn12;;14910.0;;14910.0
CHEMBL4075910;CS(=O)(=O)c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc1;;1960.0;;1960.0
CHEMBL4075969;Cc1ccc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;;400.0;;400.0
CHEMBL4076002;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2Cl)cc1;45350.0;770.0;45350.0;770.0
CHEMBL4076205;Cc1c(C(=O)NC2CCCN(Cc3ccccc3)C2)nc2ccc(Cl)cc2c1O;;3540.0;;3540.0
CHEMBL4076451;COc1cccc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)c1;52670.0;820.0;52670.0;820.0
CHEMBL4076689;N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccccc2)n2c1CCC2;;100.0;;100.0
CHEMBL4076889;NS(=O)(=O)c1ccc(-n2nc(COC(=O)c3cc4ccccc4oc3=O)cc2-c2ccc(F)cc2)cc1;43280.0;3360.0;43280.0;3360.0
CHEMBL4077052;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc(F)cc2)cc1;30410.0;440.0;30410.0;440.0
CHEMBL407712;NS(=O)(=O)c1ccc(-c2nc(NCc3ccccn3)cc(C(F)(F)F)n2)cc1;;3000.0;;3000.0
CHEMBL4077191;Cc1ccc(-c2nnc(-c3cnn(-c4ccccc4)c3C)c3nocc23)cc1;;1280.0;;1280.0
CHEMBL4077653;COc1cccc(-c2cc(C(=O)OCCOc3cc(=O)oc4ccccc34)nn2-c2ccc(S(N)(=O)=O)cc2)c1;57260.0;430.0;57260.0;430.0
CHEMBL4077764;Cc1c(-c2nc3ccccc3nc2N=O)cnn1-c1ccccc1;;6600.0;;6600.0
CHEMBL4078762;CN(C)/C=C/C(=O)c1ccc(Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)cc1;;1760.0;;1760.0
CHEMBL4079032;Cc1ccc(NC(=O)c2c(N=Cc3ccc4ccccc4c3)c(C#N)c3n2CCC3)cc1;;110.0;;110.0
CHEMBL4079043;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2)cc1;51390.0;780.0;51390.0;780.0
CHEMBL407951;CS(=O)(=O)c1ccc(-c2nc(NCc3csc4ccccc34)cc(C(F)(F)F)n2)cc1;;10000.0;;10000.0
CHEMBL4080473;Cc1c(C(=O)NCCc2ccc(N(C)C)cc2)nc2ccc(Cl)cc2c1O;;1670.0;;1670.0
CHEMBL4080823;c1cc(-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)on1;;1980.0;;1980.0
CHEMBL408156;O=C(O)Cc1ccccc1Nc1c(F)cccc1C(F)(F)F;;629.0;;629.0
CHEMBL408215;NS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1;;72.0;;6422757.693333332
CHEMBL408216;CCS(=O)(=O)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1;;3460342.385;;3460342.385
CHEMBL4082443;Cc1c(C2=C(N=O)Oc3ccccc3N2)cnn1-c1ccccc1;;4200.0;;4200.0
CHEMBL4082622;COc1cc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC;53080.0;230.0;53080.0;230.0
CHEMBL408423;COc1ccc(N2C(=O)O/C(=C3/C(=O)N(c4ccccc4)N=C3C)C=C2C)cc1;269000.0;;269000.0;
CHEMBL4084676;O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@@H]1C(F)(F)F;;8.0;;8.0
CHEMBL4084887;Cc1ccc(-c2cc(C(=O)OCCOc3cc(=O)oc4ccccc34)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;;490.0;;490.0
CHEMBL4084975;Cc1c(C(=O)/C(Cl)=N/O)cnn1-c1ccccc1;;2330.0;;2330.0
CHEMBL4085306;c1cc(-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)[nH]n1;;1120.0;;1120.0
CHEMBL4085615;Cc1ccc(C(=O)c2conc2C(=O)c2cnn(-c3ccccc3)c2C)cc1;;1120.0;;1120.0
CHEMBL4085904;c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1;;1450.0;;1450.0
CHEMBL408619;NS(=O)(=O)c1ccc(/N=C/c2ccccc2)cc1;;2870.0;;2870.0
CHEMBL4086580;NS(=O)(=O)c1ccc(OC(=O)c2c(-c3ccccc3)sc3c2CCCC3)cc1;;670.0;;670.0
CHEMBL4086962;CCOC(=O)C1=C(N)N2C(=O)CCC(=O)N2C1c1ccccc1O;88.1;181.0;88.1;181.0
CHEMBL4087573;Cc1c(C(=O)NC2CCCCC2)nc2ccc(Cl)cc2c1O;;1410.0;;1410.0
CHEMBL408788;CCSc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1;;20747236.455000002;;20747236.455000002
CHEMBL4088012;CCCCc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;;190.0;;190.0
CHEMBL4088373;Cc1c(C2=C(N=O)Nc3ccccc3N2)cnn1-c1ccccc1;;1610.0;;1610.0
CHEMBL408865;CN(C)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1;;1950.0;;1950.0
CHEMBL408897;NS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1;;803.5;;415362.4766666666
CHEMBL4089144;COc1cc(C2CC(c3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3)=NN2C(C)=O)cc(OC)c1OC;;690.0;;690.0
CHEMBL4089272;Cc1c(C(=O)NCCc2ccc(N3CCCC3C)cc2)nc2ccc(Cl)cc2c1O;;1910.0;;1910.0
CHEMBL409023;Nc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)nc1;800.0;210000.0;800.0;210000.0
CHEMBL4091547;O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2OC1C(F)(F)F;;18.0;;18.0
CHEMBL4091890;N#Cc1c(N=Cc2ccco2)c(C(=O)Nc2ccccc2)n2c1CCC2;;780.0;;780.0
CHEMBL4092434;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc([N+](=O)[O-])cc2)cc1;59060.0;330.0;59060.0;330.0
CHEMBL4092736;Cc1c(-c2c(N=O)nc3ncccn23)cnn1-c1ccccc1;;1550.0;;1550.0
CHEMBL4092847;N#Cc1c(N=Cc2cccs2)c(C(=O)Nc2ccccc2)n2c1CCC2;;560.0;;560.0
CHEMBL409288;CC1=C/C(=C2\C(=O)N(c3ccccc3)N=C2C)OC(=O)N1c1ccccc1;79400.0;;79400.0;
CHEMBL4093362;Cc1c(-c2nnc(-c3ccccc3)c3conc23)cnn1-c1ccccc1;;780.0;;780.0
CHEMBL409468;NS(=O)(=O)c1ccc(-c2nc(NCc3ccco3)cc(C(F)(F)F)n2)cc1;;2790.0;;120410.27
CHEMBL4095272;CCOC(=O)C(Cc1ccccc1)NC(=O)c1nc2ccc(Cl)cc2c(O)c1C;;1910.0;;1910.0
CHEMBL4095906;Cc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;;26.0;;26.0
CHEMBL409627;C=C1C(=O)O[C@@H]2[C@H]1[C@@H](OC(C)=O)C[C@H](C)[C@@H]1CCC(=O)[C@@]21C;;2900.0;;2900.0
CHEMBL4096849;COc1cc(/C=C/C(=O)c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc(OC)c1OC;;1630.0;;1630.0
CHEMBL4096865;Cc1ccc(NC(=O)c2c(N=Cc3cccnc3)c(C#N)c3n2CCC3)cc1;;160.0;;160.0
CHEMBL4096972;Cc1c(C(=O)N(C)c2ccccc2)nc2ccc(Cl)cc2c1O;;1740.0;;1740.0
CHEMBL4097045;N#Cc1c(N=Cc2ccc3ccccc3c2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2;;170.0;;170.0
CHEMBL4097207;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2cccc(F)c2)cc1;36140.0;860.0;36140.0;860.0
CHEMBL4097499;O=C(Oc1ccccc1)c1c(-c2ccccc2)sc2c1CCCC2;;330.0;;330.0
CHEMBL4097555;COc1cc(C2CC(c3ccc(Nc4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)=NN2C(C)=O)cc(OC)c1OC;;2860.0;;2860.0
CHEMBL4098600;CC(=O)c1cccc(OC(=O)c2c(-c3ccccc3)sc3c2CCCC3)c1;;310.0;;310.0
CHEMBL4098802;O=C(COc1ccc(Cl)cc1Cl)N/N=C1/SCC(=O)N1Cc1ccccc1;95440.0;3290.0;95440.0;3290.0
CHEMBL4099420;Cc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)nc2ccc(Cl)cc2c1O;;2110.0;;2110.0
CHEMBL4100043;O=C(COc1ccc(Cl)cc1Cl)N/N=C1/SCC(=O)N1c1ccc(Br)cc1;134780.0;9580.0;134780.0;9580.0
CHEMBL4100461;Cc1c(C2=C(N=O)Oc3cccnc3N2)cnn1-c1ccccc1;;1220.0;;1220.0
CHEMBL4101105;Cc1c(-c2nnc(-c3cnn(-c4ccccc4)c3C)c3nocc23)cnn1-c1ccccc1;;6880.0;;6880.0
CHEMBL4101763;NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2)cc1;26250.0;490.0;26250.0;490.0
CHEMBL4102029;Cc1c(C(=O)c2nocc2C(=O)c2ccccc2)cnn1-c1ccccc1;;1490.0;;1490.0
CHEMBL4102241;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccc(F)cc2)cc1;41980.0;530.0;41980.0;530.0
CHEMBL4103022;Cc1c(C(=O)NCCc2ccc(N3CCCC3)cc2)nc2ccc(Cl)cc2c1O;;1690.0;;1690.0
CHEMBL4103357;O=C(NN1C(=O)c2ccccc2C1=O)c1ccccc1O;92.2;130.4;92.2;130.4
CHEMBL4103621;CC1(C)Oc2cc(-c3cccc(C(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21;8350.0;;8350.0;
CHEMBL410419;CC1(C)OC(=O)C(Nc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1;;500.0;;500.0
CHEMBL4104574;CC(=O)c1ccc(Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)cc1;;2410.0;;2410.0
CHEMBL4104705;Cc1c(C(=O)N2CCCCC2)nc2ccc(Cl)cc2c1O;;3140.0;;3140.0
CHEMBL410524;NS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1;;3980.0;;102537.74333333333
CHEMBL411087;CC1=C/C(=C2\C(=O)N(c3ccccc3)N=C2C)OC(=O)N1c1ccc(C)cc1;91200.0;;91200.0;
CHEMBL411894;NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)ccc2CS3)cc1;6240.110000000001;21.0;6240.110000000001;21.0
CHEMBL412307;COc1ccc2c(c1)c(CC(=O)N[C@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1;;85.0;;85.0
CHEMBL4126559;CCN1C(C)=CC/C1=N/N=C(\C)c1cc2ccccc2oc1=O;56000.0;310.0;56000.0;310.0
CHEMBL4127794;C/C(=N\N=C1\CCC(=O)N1C)c1cc2ccccc2oc1=O;56000.0;310.0;56000.0;310.0
CHEMBL4127948;CC1=CC/C(=N/N=C(\C)c2cc3ccccc3oc2=O)N1C;56000.0;310.0;56000.0;310.0
CHEMBL4129191;C/C(=N\N=C1\CC(C)C(=O)N1C)c1cc2ccccc2oc1=O;56000.0;390.0;56000.0;390.0
CHEMBL4129984;CCOC(=O)C1=C(C)N(CC)/C(=N\N=C(/C)c2cc3ccccc3oc2=O)C1;56000.0;310.0;56000.0;310.0
CHEMBL414005;COc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1;;1836378.52;;1836378.52
CHEMBL41405;C=Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1;;225.0;;225.0
CHEMBL414162;CS(=O)(=O)c1ccc(-n2cc(C=O)nc2-c2ccc(Cl)cc2)cc1;;1592.4450000000002;;1592.4450000000002
CHEMBL414437;Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1c(O)nc1ccc([N+](=O)[O-])cc12;;240.0;;240.0
CHEMBL414883;C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1;;27.0;;27.0
CHEMBL415895;CS(=O)(=O)c1ccc(-n2cc(C#N)nc2-c2ccc(Cl)cc2)cc1;;229.54500000000002;;229.54500000000002
CHEMBL4159582;CS(=O)(=O)c1ccc(NC(=O)NNC(=S)Nc2ccccc2)cc1;;12800.0;;12800.0
CHEMBL4159797;O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)C1CCCN1C(=O)OCc1ccccc1;;6000.0;;6000.0
CHEMBL4160157;Cc1ccc(S(=O)(=O)NCCOc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1;;80000.0;;80000.0
CHEMBL4160466;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCN(c4ccccc4)CC3)n2)cc1;;100000.0;;100000.0
CHEMBL4160954;CS(=O)(=O)c1ccc(-n2nc(-c3ccc(O)cc3)cc2-c2ccc(C(F)(F)F)cc2)cc1;;970.0;;970.0
CHEMBL416126;CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1;;12.01;;12.01
CHEMBL4161423;CS(=O)(=O)c1ccc(-c2nc(SCCN(O)C(N)=O)nn2-c2ccc(Br)cc2)cc1;;150.0;;150.0
CHEMBL416146;Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1;12000.0;347.0;12000.0;457.3333333333333
CHEMBL4161755;COc1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O;201000.0;970.0;201000.0;970.0
CHEMBL4162045;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(OCCCl)n2)cc1;;1000.0;;1000.0
CHEMBL4162061;CS(=O)(=O)c1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CCCC1=O;137000.0;580.0;137000.0;580.0
CHEMBL4162459;COc1ccc(Nc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1;;6000.0;;6000.0
CHEMBL416250;CNc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl;;660.345;;660.345
CHEMBL4162939;Cc1cccc(C)c1NC(=S)NNC(=O)Nc1ccc(S(C)(=O)=O)cc1;;3140.0;;3140.0
CHEMBL4163044;COc1ccc(-c2noc(CC(=O)OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1;270.0;3100.0;270.0;3100.0
CHEMBL4163160;O=C1COCCN1c1ccc(Nc2nc(Nc3ccc(Cl)cc3)nc(N3CCOCC3)n2)cc1;;6000.0;;6000.0
CHEMBL416363;CC1(O)OC(=O)C(c2cc(F)cc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1;;550.0;;550.0
CHEMBL4164251;Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1;;500.0;;500.0
CHEMBL4165467;CCOc1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)cc1;;970.0;;970.0
CHEMBL4165528;O=C(NCc1ccc(F)cc1)C(=O)Oc1sc2ccccc2c1Br;;14500.0;;14500.0
CHEMBL4165597;CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1;152000.0;810.0;152000.0;810.0
CHEMBL4165753;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccccc3)n2)cc1;;100.0;;100.0
CHEMBL416589;Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(N)c2)o1;;930.0;;930.0
CHEMBL4165902;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccc(Cl)cc3)n2)cc1;;80.0;;80.0
CHEMBL4166395;CS(=O)(=O)c1ccc(NC(=O)NNC(=S)Nc2ccc(F)cc2)cc1;;12490.0;;12490.0
CHEMBL4166924;CCC(C)C(C(=O)O)N(C(=O)C(N)CC(C)C)C(C(=O)O)C(C)CC;;34600.0;;34600.0
CHEMBL4166937;CS(=O)(=O)c1ccc(C2NN=C(c3ccc([N+](=O)[O-])cc3)O2)cc1;;480.0;;480.0
CHEMBL4167700;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCCC3)n2)cc1;;60.0;;60.0
CHEMBL4167707;O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)c1ccccc1F;;70000.0;;70000.0
CHEMBL4168891;NS(=O)(=O)c1ccc(N2N=C(c3ccc(N4CCOCC4)cc3)CC2c2ccc(F)cc2F)cc1;36110.0;80.0;36110.0;80.0
CHEMBL416902;COc1ccc(-c2nc(C)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F;4180.0;28.0;4180.0;28.0
CHEMBL4169030;COc1ccc2c(c1)c1c(n2Cc2ccc(Cl)cc2)CC(C)(C)CC1=O;178000.0;910.0;178000.0;910.0
CHEMBL4169332;[N-]=[N+]=NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1;;75000.0;;75000.0
CHEMBL4169347;CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1=O;104000.0;230.0;104000.0;230.0
CHEMBL4169819;CS(=O)(=O)c1ccc(NC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1;;5320.0;;5320.0
CHEMBL416989;CSc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1;;348.37;;348.37
CHEMBL4170011;O=C(NCc1ccccc1)c1sc2ccccc2c1Br;;12210.0;;12210.0
CHEMBL4170210;Cc1ccc(NC(=S)NNC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1;;2150.0;;2150.0
CHEMBL4170326;COc1ccc2ccc(=O)oc2c1C/C=C(\C)COC(=O)CC(C)C;;56400.0;;56400.0
CHEMBL4170378;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccc(O)cc3)n2)cc1;;40.0;;40.0
CHEMBL4170508;CS(=O)(=O)c1ccc(C2C(c3ccccc3)=NOC23COc2ccccc2C3=O)cc1;10460.0;90.0;10460.0;90.0
CHEMBL417073;CC(C)(C)c1cc(-c2nnc(N)s2)cc(C(C)(C)C)c1O;530.0;3500.0;530.0;3500.0
CHEMBL4170800;O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)c1ccc(Cl)s1;;500.0;;500.0
CHEMBL4171063;O=C1COCCN1c1ccc(Nc2nc(Cl)nc(NC3CCCCC3)n2)cc1;;600.0;;600.0
CHEMBL4171075;COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1;;600.0;;600.0
CHEMBL4171339;COc1ccc(-c2noc(CC(=O)NCCCCCCCCCCC(=O)OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1;400.0;270.0;400.0;270.0
CHEMBL417170;Cc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1;82000.0;30.1;82000.0;30.1
