ID,SMILES,PriceMol,QED,Violation,tPSA,RotB,LogP,MW,HBD,HBA,MR,HvyAtm,Atoms,Rings,CAtm,HetAtm,AD_Distance,In_AD,pIC50_COX2_pred,pIC50_COX1_pred,IC50_COX2_pred_nM,IC50_COX1_pred_nM,SI_pred,QSAR_score
A40C14S,COc1ccc(/C=C2\N=C(c3ccnc4ccccc34)SC2=O)c(OC)c1OC,869.13216,0.5879,Lipinski,70.01,5,4.321700000000003,406.46300000000025,0,7,114.95300000000005,29,29,4,22,7,1.1757774499746376,True,6.156421164593884,4.202540529375886,697.5556093327743,62727.71542826327,89.92503907790744,8.110301799811882
A60C24S,COc1ccccc1/C=C1\N=C(c2c(F)cccc2Br)SC1=O,271.92719,0.7138,Lipinski,38.66,3,4.6579000000000015,392.249,0,4,94.20600000000002,23,23,3,17,6,1.7886808340616616,True,6.842413731826016,5.521461169393199,143.7428555536596,3009.8082661367275,20.938837304600213,8.163366294258832
A89C27S,C=C(C)/C=C1\N=C(c2ccccn2)SC1=O,182.01207,0.7332,Ghose,42.32,2,2.5616000000000003,230.292,0,4,66.26900000000002,16,16,2,12,4,3.7457983474969456,True,6.548518669047682,5.182137620087118,282.80125404589495,6574.494704657885,23.247756544922996,7.914899718008246
A47C32S,COc1ccc(C2=N/C(=C\c3cccnc3)C(=O)S2)c(Br)c1,361.68328,0.7637,none,51.55,3,3.913800000000002,375.247,0,5,92.04300000000002,22,22,3,16,6,1.7636833215630068,True,6.406278239645806,4.661503087299992,392.3934599529878,21802.028985678513,55.56165229739198,8.15105339199162
A34C7S,COc1ccc(C2=N/C(=C\c3ccc[nH]3)C(=O)S2)cc1OC,310.13692999999995,0.8809,none,63.67999999999999,4,3.093000000000001,314.3660000000001,1,5,87.45070000000003,22,22,3,16,6,1.7163933695324625,True,6.510613051643417,5.178099907962272,308.59362378833293,6635.903961372815,21.50369758101172,7.843126195324562
A42C30S,O=C1SC(Cc2ccc(F)cc2)=N/C1=C\c1cccc2cccnc12,634.1498399999999,0.6482,Lipinski,42.32,3,4.629400000000003,348.40200000000004,0,4,99.857,25,25,4,20,5,1.7347995354584056,True,6.589433293552157,5.297307963418424,257.37520553630895,5043.035630452807,19.59410044935881,7.881558623685891
A70C29S,O=C1SC(c2ccco2)=N/C1=C\c1cnc2ccccc2n1,4029.008719999999,0.6796,none,68.35,2,3.283900000000002,307.334,0,6,85.358,22,22,4,16,6,2.140088203979344,True,5.962536311427573,3.9810764037628945,1090.093345704639,104453.64417647276,95.82082542569204,7.94399621909225
A78C7S,COc1ccc(C2=N/C(=C\c3ccc(C(F)(F)F)cc3)C(=O)S2)cc1OC,271.11242999999996,0.7015,Lipinski,47.89,4,4.783700000000003,393.3860000000001,0,5,98.10200000000002,27,27,3,19,8,1.197327200352151,True,6.760882830674797,5.350038070655428,173.42718279001707,4466.444371708935,25.75400407165027,8.171727590694166
A70C39S,O=C1SC(c2cccnc2)=N/C1=C\c1cnc2ccccc2n1,4020.6310599999993,0.6792,none,68.1,2,3.0859000000000005,318.361,0,6,90.887,23,23,4,17,6,1.9740372212352784,True,6.318366987065098,3.984092241145944,480.43320171559674,103730.80753545174,215.91098859328528,8.652641732984254
A13C37S,COc1ccc(/C=C2\N=C(C34CC5CC(CC(C5)C3)C4)SC2=O)cc1,185.45702999999995,0.7237,Lipinski,38.66,3,4.924400000000005,353.487,0,4,101.60900000000004,25,25,6,21,4,2.8347759062360103,True,7.155745035402327,5.514330862234125,69.86424410883569,3059.631600572964,43.79395554336234,8.797159208570529
