ID,SMILES,PriceMol,tPSA,RotB,LogP,MW,HBD,HBA,MR,HvyAtm,Atoms,Rings,CAtm,HetAtm
A62C11S,Cn1cc(/C=C2\N=C(C(C)(C)C)SC2=O)c2ccccc21,160.45337999999998,59.660000000000004,1,4.237200000000003,298.411,0,3,90.38400000000004,21,21,3,17,4
A62C43S,Cn1cc(/C=C2\N=C(C(F)(F)F)SC2=O)c2ccccc21,6784.1086000000005,59.660000000000004,1,3.753400000000002,310.3,0,3,76.98400000000002,21,21,3,14,7
A62C18S,Cn1cc(/C=C2\N=C(CNC(=O)C(F)(F)F)SC2=O)c2ccccc21,267.43879999999996,88.75999999999999,3,2.869600000000001,367.3520000000001,1,4,89.9937,25,25,3,16,9
A62C38S,Cn1cc(/C=C2\N=C(CNC(=O)c3ccccc3)SC2=O)c2ccccc21,228.1442,88.75999999999999,4,3.621100000000003,375.45300000000015,1,4,109.70420000000003,27,27,4,21,6
A62C30S,Cn1cc(/C=C2\N=C(Cc3ccc(F)cc3)SC2=O)c2ccccc21,184.3766,59.660000000000004,3,4.572900000000003,350.4180000000001,0,3,101.03300000000002,25,25,4,20,5
A62C6S,Cn1cc(/C=C2\N=C(c3ccc(Cl)s3)SC2=O)c2ccccc21,188.26682,87.9,2,4.954300000000003,358.8750000000001,0,4,99.36000000000001,23,23,4,17,6
A62C9S,Cn1cc(/C=C2\N=C(c3ccc[nH]3)SC2=O)c2ccccc21,180.13219999999998,75.44999999999999,2,3.5675000000000017,307.37800000000004,1,3,90.82370000000002,22,22,4,17,5
A62C8S,Cn1cc(/C=C2\N=C(c3cccc(Cl)c3)SC2=O)c2ccccc21,185.49347999999998,59.660000000000004,2,4.892800000000003,352.8460000000001,0,3,101.48300000000002,24,24,4,19,5
A62C10S,Cn1cc(/C=C2\N=C(c3ccccc3)SC2=O)c2ccccc21,169.64878,59.660000000000004,2,4.2394000000000025,318.40100000000007,0,3,96.47300000000001,23,23,4,19,4
A62C27S,Cn1cc(/C=C2\N=C(c3ccccn3)SC2=O)c2ccccc21,192.26324,72.55000000000001,2,3.634400000000002,319.38900000000007,0,4,94.26800000000001,23,23,4,18,5
