ID,SMILES,PriceMol,tPSA,RotB,LogP,MW,HBD,HBA,MR,HvyAtm,Atoms,Rings,CAtm,HetAtm
A113C77S,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)SC2=O)c1,147.86699,78.20000000000002,3,2.2750200000000005,276.361,1,5,79.40780000000002,19,19,2,14,5
A113C373S,Cc1ccc(O)c(/C=C2\N=C(Cc3cccc(Cl)c3)SC2=O)c1,194.42404999999997,74.96000000000001,3,4.609520000000002,343.83500000000004,1,4,96.00980000000003,23,23,3,18,5
A113C362S,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)SC2=O)c1,152.60294,74.96000000000001,2,4.039920000000001,331.343,1,4,86.31380000000001,23,23,3,17,6
A113C177S,Cc1ccc(O)c(/C=C2\N=C(c3cc(O)nc4ccccc34)SC2=O)c1,188.3238,108.08000000000001,2,4.015520000000001,362.4100000000001,2,6,103.3636,26,26,4,20,6
A113C127S,Cc1ccc(O)c(/C=C2\N=C(c3ccc(C)s3)SC2=O)c1,177.66059,103.19999999999999,2,4.131640000000002,315.41900000000004,1,5,89.01180000000002,21,21,3,16,5
A113C561S,Cc1ccc(O)c(/C=C2\N=C(c3ccc(F)cc3Br)SC2=O)c1,177.45764,74.96000000000001,2,4.663320000000002,392.249,1,4,94.0558,23,23,3,17,6
A113C502S,Cc1ccc(O)c(/C=C2\N=C(c3ccc(F)cc3C(F)(F)F)SC2=O)c1,189.0929,74.96000000000001,2,4.919620000000002,381.35,1,4,91.35780000000001,26,26,3,18,8
A34C204S,NS(=O)(=O)c1cc(C2=N/C(=C\c3cccc(C(F)(F)F)c3)C(=O)S2)ccc1Cl,198.49374,123.27,3,4.067300000000002,446.85900000000004,1,5,101.38119999999999,28,28,3,17,11
A29C362S,O=C1SC(c2cc(F)cc(F)c2)=N/C1=C\c1cccs1,163.27500999999998,82.97,2,4.0874000000000015,307.346,0,4,77.78900000000002,20,20,3,14,6
A29C177S,O=C1SC(c2cc(O)nc3ccccc23)=N/C1=C\c1cccs1,198.99587,116.09,2,4.0630000000000015,338.413,1,6,94.8388,23,23,4,17,6
A29C561S,O=C1SC(c2ccc(F)cc2Br)=N/C1=C\c1cccs1,188.12971,82.97,2,4.710800000000002,368.252,0,4,85.531,20,20,3,14,6
A29C502S,O=C1SC(c2ccc(F)cc2C(F)(F)F)=N/C1=C\c1cccs1,199.76497,82.97,2,4.967100000000003,357.353,0,4,82.833,23,23,3,15,8
