ID,SMILES,PriceMol,tPSA,RotB,LogP,MW,HBD,HBA,MR,HvyAtm,Atoms,Rings,CAtm,HetAtm
A113C77N247,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(C(=O)CN)C2=O)c1,188.71723,99.23000000000002,4,0.3291200000000002,316.36100000000005,2,6,87.71720000000002,23,23,2,16,7
A113C77N98,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(C(C)(C)CC(C)(C)C)C2=O)c1,197.32061,56.14000000000001,5,4.058620000000003,371.52500000000015,1,4,111.80680000000007,27,27,2,22,5
A113C77N247,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(CC(N)=O)C2=O)c1,188.71723,99.22999999999999,5,0.32911999999999975,316.36100000000005,2,5,87.71720000000002,23,23,2,16,7
A113C77N282,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(CC(O)CO)C2=O)c1,195.26628999999997,96.60000000000002,6,0.19701999999999986,333.38800000000003,3,6,91.61540000000002,24,24,2,17,7
A113C77N660,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(CC3CCOC3)C2=O)c1,192.48745,65.37,5,1.88032,343.42700000000013,1,5,97.44880000000005,25,25,3,19,6
A113C77N101,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(CCO)C2=O)c1,165.96562999999998,76.37,5,0.83612,303.36199999999997,2,5,85.60860000000002,22,22,2,16,6
A113C77N76,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(c3cc(C)n[nH]3)C2=O)c1,182.54265,84.82,4,2.0799399999999997,339.399,2,5,97.62050000000004,25,25,3,18,7
A113C77N261,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(c3ccc(C)c(O)c3)C2=O)c1,194.51829,76.37,4,3.0624400000000014,365.4330000000001,2,5,107.13960000000004,27,27,3,21,6
A113C77N313,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(c3ccc(CC#N)cc3)C2=O)c1,198.66335,79.93,5,3.1145000000000014,374.44400000000013,1,5,110.05480000000004,28,28,3,22,6
A113C77N277,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(c3ccc(Cl)nn3)C2=O)c1,197.45999,81.92000000000002,4,2.4918200000000006,371.82800000000003,1,6,101.33780000000003,26,26,3,18,8
A113C77N79,Cc1ccc(O)c(/C=C2\N=C(CN(C)C)N(c3nncs3)C2=O)c1,184.38863,110.16,4,1.8999199999999998,343.41200000000003,1,7,94.20480000000003,24,24,3,16,8
A113C362N247,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(C(=O)CN)C2=O)c1,193.45318,95.99000000000001,3,2.0940199999999995,371.34300000000013,2,5,94.62320000000001,27,27,3,19,8
A113C362N247,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(CC(N)=O)C2=O)c1,193.45318,95.99000000000001,4,2.0940199999999995,371.34300000000013,2,4,94.62320000000001,27,27,3,19,8
A113C362N660,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(CC3CCOC3)C2=O)c1,197.2234,62.13,4,3.645220000000002,398.4090000000002,1,4,104.35480000000003,29,29,4,22,7
A113C362N101,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(CCO)C2=O)c1,170.70157999999998,73.13,4,2.601020000000001,358.3440000000001,2,4,92.51460000000003,26,26,3,19,7
A113C362N76,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(c3cc(C)n[nH]3)C2=O)c1,187.2786,81.58000000000001,3,3.8448400000000023,394.3810000000001,2,4,104.52650000000001,29,29,4,21,8
A113C362N261,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(c3ccc(C)c(O)c3)C2=O)c1,199.25424,73.13,3,4.827340000000004,420.41500000000013,2,4,114.04560000000001,31,31,4,24,7
A113C362N79,Cc1ccc(O)c(/C=C2\N=C(c3cc(F)cc(F)c3)N(c3nncs3)C2=O)c1,189.12458,106.92000000000002,3,3.6648200000000015,398.39400000000006,1,6,101.11080000000001,28,28,4,19,9
A113C127N101,Cc1ccc(O)c(/C=C2\N=C(c3ccc(C)s3)N(CCO)C2=O)c1,195.75923,101.37,4,2.6927400000000006,342.42000000000013,2,5,95.21260000000004,24,24,3,18,6
A113C561N101,Cc1ccc(O)c(/C=C2\N=C(c3ccc(F)cc3Br)N(CCO)C2=O)c1,195.55628,73.13,4,3.224420000000002,419.2500000000001,2,4,100.25660000000002,26,26,3,19,7
A34C362N101,O=C1/C(=C/c2cccc(C(F)(F)F)c2)N=C(c2cc(F)cc(F)c2)N1CCO,184.08374,52.900000000000006,4,3.6058000000000034,396.31500000000005,1,3,91.11480000000002,28,28,3,19,9
A29C362N101,O=C1/C(=C/c2cccs2)N=C(c2cc(F)cc(F)c2)N1CCO,181.37364999999997,81.14,4,2.6485000000000016,334.3470000000001,1,4,83.98980000000002,23,23,3,16,7
A29C362N79,O=C1/C(=C/c2cccs2)N=C(c2cc(F)cc(F)c2)N1c1nncs1,199.79664999999997,114.93,3,3.7123000000000017,374.39700000000005,0,6,92.58600000000001,25,25,4,16,9
